state,chamber,dem_seats,count
KY,House,48,5
KY,House,49,4
KY,House,50,7
KY,House,51,7
KY,House,52,6
KY,House,53,6
KY,House,54,6
KY,House,55,7
KY,House,56,9
KY,House,57,8
KY,House,58,2
KY,House,59,3
KY,House,60,3
KY,House,61,4
KY,House,62,2
KY,House,63,4
KY,House,64,3
KY,House,66,5
KY,House,67,1
KY,House,68,1
KY,House,69,3
KY,House,70,1
KY,House,71,1
KY,House,72,1
KY,House,73,1
KY,House,75,2
KY,House,76,1
KY,House,78,2
KY,House,80,1
KY,House,82,1
KY,House,83,1
KY,House,84,1
KY,Senate,5,60
KY,Senate,6,5714
KY,Senate,7,2263
KY,Senate,8,961
KY,Senate,9,424
KY,Senate,10,218
KY,Senate,11,144
KY,Senate,12,72
KY,Senate,13,53
KY,Senate,14,33
KY,Senate,15,20
KY,Senate,16,15
KY,Senate,17,8
KY,Senate,18,6
KY,Senate,19,2
KY,Senate,20,2
KY,Senate,21,4
KY,Senate,22,1
ME,House,7,1
ME,House,22,1
ME,House,23,1
ME,House,26,1
ME,House,27,1
ME,House,28,1
ME,House,29,2
ME,House,30,3
ME,House,33,3
ME,House,34,2
ME,House,35,6
ME,House,36,4
ME,House,37,2
ME,House,38,2
ME,House,39,3
ME,House,40,5
ME,House,41,3
ME,House,42,3
ME,House,43,5
ME,House,44,6
ME,House,45,7
ME,House,46,11
ME,House,47,8
ME,House,48,17
ME,House,49,11
ME,House,50,10
ME,House,51,20
ME,House,52,18
ME,House,53,22
ME,House,54,29
ME,House,55,26
ME,House,56,19
ME,House,57,33
ME,House,58,35
ME,House,59,41
ME,House,60,55
ME,House,61,53
ME,House,62,64
ME,House,63,62
ME,House,64,81
ME,House,65,89
ME,House,66,83
ME,House,67,115
ME,House,68,109
ME,House,69,165
ME,House,70,150
ME,House,71,163
ME,House,72,164
ME,House,73,170
ME,House,74,207
ME,House,75,248
ME,House,76,239
ME,House,77,222
ME,House,78,269
ME,House,79,290
ME,House,80,283
ME,House,81,279
ME,House,82,286
ME,House,83,296
ME,House,84,287
ME,House,85,283
ME,House,86,274
ME,House,87,266
ME,House,88,251
ME,House,89,271
ME,House,90,225
ME,House,91,233
ME,House,92,242
ME,House,93,232
ME,House,94,207
ME,House,95,209
ME,House,96,189
ME,House,97,174
ME,House,98,194
ME,House,99,128
ME,House,100,143
ME,House,101,136
ME,House,102,122
ME,House,103,117
ME,House,104,133
ME,House,105,104
ME,House,106,105
ME,House,107,119
ME,House,108,94
ME,House,109,75
ME,House,110,82
ME,House,111,60
ME,House,112,65
ME,House,113,44
ME,House,114,37
ME,House,115,44
ME,House,116,39
ME,House,117,39
ME,House,118,31
ME,House,119,33
ME,House,120,27
ME,House,121,19
ME,House,122,14
ME,House,123,21
ME,House,124,20
ME,House,125,15
ME,House,126,12
ME,House,127,11
ME,House,128,13
ME,House,129,10
ME,House,130,6
ME,House,131,6
ME,House,132,4
ME,House,133,6
ME,House,134,6
ME,House,135,5
ME,House,136,4
ME,House,139,2
ME,House,141,3
ME,House,144,2
ME,House,146,2
ME,House,147,1
ME,Senate,4,1
ME,Senate,5,1
ME,Senate,6,5
ME,Senate,7,10
ME,Senate,8,11
ME,Senate,9,14
ME,Senate,10,24
ME,Senate,11,26
ME,Senate,12,47
ME,Senate,13,67
ME,Senate,14,118
ME,Senate,15,162
ME,Senate,16,228
ME,Senate,17,349
ME,Senate,18,514
ME,Senate,19,735
ME,Senate,20,897
ME,Senate,21,1054
ME,Senate,22,1059
ME,Senate,23,908
ME,Senate,24,824
ME,Senate,25,753
ME,Senate,26,581
ME,Senate,27,470
ME,Senate,28,358
ME,Senate,29,267
ME,Senate,30,186
ME,Senate,31,156
ME,Senate,32,90
ME,Senate,33,51
ME,Senate,34,25
ME,Senate,35,9
MD,House of Delegates,26,1
MD,House of Delegates,32,2
MD,House of Delegates,37,2
MD,House of Delegates,38,1
MD,House of Delegates,43,2
MD,House of Delegates,45,1
MD,House of Delegates,48,2
MD,House of Delegates,49,1
MD,House of Delegates,50,1
MD,House of Delegates,52,1
MD,House of Delegates,53,1
MD,House of Delegates,55,1
MD,House of Delegates,56,2
MD,House of Delegates,57,2
MD,House of Delegates,58,2
MD,House of Delegates,59,3
MD,House of Delegates,60,1
MD,House of Delegates,61,1
MD,House of Delegates,62,1
MD,House of Delegates,63,3
MD,House of Delegates,64,1
MD,House of Delegates,65,4
MD,House of Delegates,66,2
MD,House of Delegates,67,1
MD,House of Delegates,68,1
MD,House of Delegates,69,10
MD,House of Delegates,70,4
MD,House of Delegates,71,3
MD,House of Delegates,72,4
MD,House of Delegates,73,6
MD,House of Delegates,74,6
MD,House of Delegates,75,7
MD,House of Delegates,76,1
MD,House of Delegates,77,12
MD,House of Delegates,78,6
MD,House of Delegates,79,8
MD,House of Delegates,80,16
MD,House of Delegates,81,14
MD,House of Delegates,82,15
MD,House of Delegates,83,16
MD,House of Delegates,84,19
MD,House of Delegates,85,14
MD,House of Delegates,86,17
MD,House of Delegates,87,23
MD,House of Delegates,88,29
MD,House of Delegates,89,23
MD,House of Delegates,90,26
MD,House of Delegates,91,45
MD,House of Delegates,92,52
MD,House of Delegates,93,57
MD,House of Delegates,94,62
MD,House of Delegates,95,73
MD,House of Delegates,96,94
MD,House of Delegates,97,128
MD,House of Delegates,98,139
MD,House of Delegates,99,186
MD,House of Delegates,100,218
MD,House of Delegates,101,266
MD,House of Delegates,102,326
MD,House of Delegates,103,392
MD,House of Delegates,104,453
MD,House of Delegates,105,489
MD,House of Delegates,106,526
MD,House of Delegates,107,539
MD,House of Delegates,108,581
MD,House of Delegates,109,554
MD,House of Delegates,110,548
MD,House of Delegates,111,458
MD,House of Delegates,112,416
MD,House of Delegates,113,411
MD,House of Delegates,114,368
MD,House of Delegates,115,344
MD,House of Delegates,116,280
MD,House of Delegates,117,270
MD,House of Delegates,118,220
MD,House of Delegates,119,192
MD,House of Delegates,120,189
MD,House of Delegates,121,148
MD,House of Delegates,122,111
MD,House of Delegates,123,108
MD,House of Delegates,124,100
MD,House of Delegates,125,69
MD,House of Delegates,126,55
MD,House of Delegates,127,56
MD,House of Delegates,128,46
MD,House of Delegates,129,24
MD,House of Delegates,130,28
MD,House of Delegates,131,20
MD,House of Delegates,132,19
MD,House of Delegates,133,3
MD,House of Delegates,134,3
MD,House of Delegates,135,3
MD,House of Delegates,136,8
MD,House of Delegates,137,2
MD,House of Delegates,138,2
MD,Senate,12,1
MD,Senate,15,1
MD,Senate,16,4
MD,Senate,17,1
MD,Senate,18,4
MD,Senate,19,4
MD,Senate,20,2
MD,Senate,21,9
MD,Senate,22,13
MD,Senate,23,13
MD,Senate,24,23
MD,Senate,25,19
MD,Senate,26,23
MD,Senate,27,33
MD,Senate,28,50
MD,Senate,29,76
MD,Senate,30,115
MD,Senate,31,171
MD,Senate,32,350
MD,Senate,33,690
MD,Senate,34,1742
MD,Senate,35,1809
MD,Senate,36,1488
MD,Senate,37,1052
MD,Senate,38,773
MD,Senate,39,516
MD,Senate,40,367
MD,Senate,41,259
MD,Senate,42,155
MD,Senate,43,118
MD,Senate,44,74
MD,Senate,45,30
MD,Senate,46,14
MD,Senate,47,1
MA,House,17,1
MA,House,35,1
MA,House,44,1
MA,House,47,1
MA,House,48,1
MA,House,49,1
MA,House,51,2
MA,House,53,1
MA,House,55,1
MA,House,56,1
MA,House,58,1
MA,House,59,1
MA,House,61,2
MA,House,62,4
MA,House,64,1
MA,House,65,2
MA,House,66,2
MA,House,68,1
MA,House,69,1
MA,House,70,1
MA,House,71,5
MA,House,73,1
MA,House,74,5
MA,House,75,2
MA,House,76,4
MA,House,77,1
MA,House,78,1
MA,House,79,3
MA,House,80,2
MA,House,81,4
MA,House,82,6
MA,House,83,6
MA,House,84,4
MA,House,85,3
MA,House,86,7
MA,House,87,1
MA,House,88,2
MA,House,89,5
MA,House,90,4
MA,House,91,7
MA,House,92,5
MA,House,93,11
MA,House,94,3
MA,House,95,5
MA,House,96,9
MA,House,97,7
MA,House,98,3
MA,House,99,7
MA,House,100,10
MA,House,101,8
MA,House,102,14
MA,House,103,13
MA,House,104,11
MA,House,105,16
MA,House,106,18
MA,House,107,19
MA,House,108,11
MA,House,109,18
MA,House,110,15
MA,House,111,22
MA,House,112,27
MA,House,113,29
MA,House,114,12
MA,House,115,21
MA,House,116,31
MA,House,117,34
MA,House,118,26
MA,House,119,31
MA,House,120,42
MA,House,121,42
MA,House,122,59
MA,House,123,48
MA,House,124,57
MA,House,125,67
MA,House,126,81
MA,House,127,91
MA,House,128,101
MA,House,129,102
MA,House,130,129
MA,House,131,148
MA,House,132,180
MA,House,133,179
MA,House,134,236
MA,House,135,249
MA,House,136,285
MA,House,137,378
MA,House,138,406
MA,House,139,503
MA,House,140,485
MA,House,141,637
MA,House,142,631
MA,House,143,644
MA,House,144,644
MA,House,145,637
MA,House,146,597
MA,House,147,503
MA,House,148,437
MA,House,149,286
MA,House,150,228
MA,House,151,142
MA,House,152,72
MA,House,153,65
MA,House,154,35
MA,House,155,23
MA,House,156,6
MA,House,157,6
MA,House,158,2
MA,House,160,1
MA,Senate,3,1
MA,Senate,4,1
MA,Senate,9,1
MA,Senate,10,1
MA,Senate,12,3
MA,Senate,13,3
MA,Senate,14,3
MA,Senate,15,5
MA,Senate,16,7
MA,Senate,17,4
MA,Senate,18,6
MA,Senate,19,8
MA,Senate,20,6
MA,Senate,21,15
MA,Senate,22,14
MA,Senate,23,9
MA,Senate,24,24
MA,Senate,25,37
MA,Senate,26,29
MA,Senate,27,55
MA,Senate,28,67
MA,Senate,29,94
MA,Senate,30,140
MA,Senate,31,203
MA,Senate,32,316
MA,Senate,33,566
MA,Senate,34,1153
MA,Senate,35,3296
MA,Senate,36,3370
MA,Senate,37,443
MA,Senate,38,89
MA,Senate,39,27
MA,Senate,40,4
MI,House,23,1
MI,House,24,1
MI,House,25,1
MI,House,26,2
MI,House,27,2
MI,House,29,3
MI,House,30,5
MI,House,31,4
MI,House,32,3
MI,House,33,3
MI,House,34,15
MI,House,35,11
MI,House,36,21
MI,House,37,22
MI,House,38,22
MI,House,39,43
MI,House,40,41
MI,House,41,69
MI,House,42,72
MI,House,43,87
MI,House,44,112
MI,House,45,143
MI,House,46,167
MI,House,47,183
MI,House,48,227
MI,House,49,217
MI,House,50,287
MI,House,51,289
MI,House,52,361
MI,House,53,353
MI,House,54,383
MI,House,55,407
MI,House,56,411
MI,House,57,420
MI,House,58,381
MI,House,59,355
MI,House,60,350
MI,House,61,350
MI,House,62,332
MI,House,63,307
MI,House,64,278
MI,House,65,263
MI,House,66,257
MI,House,67,238
MI,House,68,222
MI,House,69,200
MI,House,70,215
MI,House,71,189
MI,House,72,169
MI,House,73,136
MI,House,74,143
MI,House,75,125
MI,House,76,114
MI,House,77,108
MI,House,78,100
MI,House,79,88
MI,House,80,67
MI,House,81,64
MI,House,82,78
MI,House,83,64
MI,House,84,56
MI,House,85,53
MI,House,86,47
MI,House,87,36
MI,House,88,36
MI,House,89,28
MI,House,90,24
MI,House,91,36
MI,House,92,17
MI,House,93,17
MI,House,94,13
MI,House,95,13
MI,House,96,11
MI,House,97,7
MI,House,98,10
MI,House,99,3
MI,House,100,3
MI,House,101,4
MI,House,102,2
MI,House,103,1
MI,House,104,2
MI,Senate,6,2
MI,Senate,7,1
MI,Senate,8,1
MI,Senate,9,9
MI,Senate,10,16
MI,Senate,11,28
MI,Senate,12,51
MI,Senate,13,87
MI,Senate,14,119
MI,Senate,15,176
MI,Senate,16,249
MI,Senate,17,371
MI,Senate,18,534
MI,Senate,19,654
MI,Senate,20,795
MI,Senate,21,851
MI,Senate,22,819
MI,Senate,23,802
MI,Senate,24,737
MI,Senate,25,690
MI,Senate,26,570
MI,Senate,27,515
MI,Senate,28,442
MI,Senate,29,357
MI,Senate,30,297
MI,Senate,31,259
MI,Senate,32,201
MI,Senate,33,136
MI,Senate,34,103
MI,Senate,35,60
MI,Senate,36,48
MI,Senate,37,14
MI,Senate,38,6
MN,House,24,1
MN,House,25,1
MN,House,27,1
MN,House,31,1
MN,House,33,1
MN,House,34,1
MN,House,36,1
MN,House,37,5
MN,House,38,2
MN,House,39,1
MN,House,40,2
MN,House,41,2
MN,House,42,2
MN,House,43,3
MN,House,44,14
MN,House,45,7
MN,House,46,8
MN,House,47,13
MN,House,48,10
MN,House,49,16
MN,House,50,17
MN,House,51,18
MN,House,52,28
MN,House,53,21
MN,House,54,37
MN,House,55,40
MN,House,56,48
MN,House,57,51
MN,House,58,72
MN,House,59,79
MN,House,60,93
MN,House,61,114
MN,House,62,135
MN,House,63,155
MN,House,64,158
MN,House,65,208
MN,House,66,273
MN,House,67,248
MN,House,68,305
MN,House,69,315
MN,House,70,361
MN,House,71,353
MN,House,72,346
MN,House,73,379
MN,House,74,384
MN,House,75,414
MN,House,76,384
MN,House,77,375
MN,House,78,336
MN,House,79,344
MN,House,80,312
MN,House,81,338
MN,House,82,303
MN,House,83,264
MN,House,84,253
MN,House,85,250
MN,House,86,223
MN,House,87,189
MN,House,88,190
MN,House,89,168
MN,House,90,151
MN,House,91,136
MN,House,92,114
MN,House,93,118
MN,House,94,96
MN,House,95,75
MN,House,96,86
MN,House,97,67
MN,House,98,58
MN,House,99,58
MN,House,100,48
MN,House,101,43
MN,House,102,32
MN,House,103,27
MN,House,104,25
MN,House,105,25
MN,House,106,33
MN,House,107,26
MN,House,108,14
MN,House,109,16
MN,House,110,13
MN,House,111,13
MN,House,112,9
MN,House,113,12
MN,House,114,7
MN,House,115,6
MN,House,116,6
MN,House,117,4
MN,House,118,1
MN,House,119,1
MN,House,120,3
MN,House,121,2
MN,House,125,1
MN,House,128,1
MN,Senate,11,1
MN,Senate,12,1
MN,Senate,13,1
MN,Senate,14,1
MN,Senate,15,4
MN,Senate,16,1
MN,Senate,17,2
MN,Senate,18,8
MN,Senate,19,5
MN,Senate,20,12
MN,Senate,21,13
MN,Senate,22,19
MN,Senate,23,24
MN,Senate,24,27
MN,Senate,25,41
MN,Senate,26,50
MN,Senate,27,88
MN,Senate,28,114
MN,Senate,29,148
MN,Senate,30,217
MN,Senate,31,263
MN,Senate,32,383
MN,Senate,33,439
MN,Senate,34,497
MN,Senate,35,576
MN,Senate,36,655
MN,Senate,37,673
MN,Senate,38,721
MN,Senate,39,668
MN,Senate,40,621
MN,Senate,41,568
MN,Senate,42,538
MN,Senate,43,447
MN,Senate,44,396
MN,Senate,45,337
MN,Senate,46,287
MN,Senate,47,201
MN,Senate,48,197
MN,Senate,49,180
MN,Senate,50,143
MN,Senate,51,112
MN,Senate,52,77
MN,Senate,53,60
MN,Senate,54,46
MN,Senate,55,38
MN,Senate,56,28
MN,Senate,57,17
MN,Senate,58,17
MN,Senate,59,12
MN,Senate,60,13
MN,Senate,61,7
MN,Senate,62,4
MN,Senate,63,1
MN,Senate,65,1
MO,House,14,1
MO,House,15,1
MO,House,16,1
MO,House,17,1
MO,House,18,1
MO,House,20,1
MO,House,21,1
MO,House,24,2
MO,House,25,2
MO,House,26,5
MO,House,27,1
MO,House,28,4
MO,House,29,2
MO,House,30,9
MO,House,31,10
MO,House,32,16
MO,House,33,21
MO,House,34,17
MO,House,35,20
MO,House,36,27
MO,House,37,28
MO,House,38,35
MO,House,39,38
MO,House,40,49
MO,House,41,61
MO,House,42,78
MO,House,43,81
MO,House,44,126
MO,House,45,115
MO,House,46,144
MO,House,47,177
MO,House,48,204
MO,House,49,212
MO,House,50,237
MO,House,51,308
MO,House,52,309
MO,House,53,337
MO,House,54,349
MO,House,55,411
MO,House,56,403
MO,House,57,393
MO,House,58,380
MO,House,59,371
MO,House,60,413
MO,House,61,380
MO,House,62,349
MO,House,63,317
MO,House,64,309
MO,House,65,299
MO,House,66,289
MO,House,67,271
MO,House,68,239
MO,House,69,195
MO,House,70,204
MO,House,71,195
MO,House,72,182
MO,House,73,157
MO,House,74,163
MO,House,75,114
MO,House,76,111
MO,House,77,100
MO,House,78,104
MO,House,79,78
MO,House,80,67
MO,House,81,51
MO,House,82,46
MO,House,83,44
MO,House,84,46
MO,House,85,33
MO,House,86,38
MO,House,87,35
MO,House,88,23
MO,House,89,25
MO,House,90,22
MO,House,91,16
MO,House,92,11
MO,House,93,13
MO,House,94,9
MO,House,95,12
MO,House,96,6
MO,House,97,4
MO,House,98,5
MO,House,99,4
MO,House,100,1
MO,House,101,4
MO,House,102,4
MO,House,103,1
MO,House,104,3
MO,House,105,2
MO,House,106,5
MO,House,107,1
MO,House,108,1
MO,House,109,3
MO,House,110,1
MO,House,111,1
MO,House,112,1
MO,House,113,1
MO,House,115,2
MO,House,121,1
MO,Senate,7,1
MO,Senate,8,34
MO,Senate,9,303
MO,Senate,10,2599
MO,Senate,11,2482
MO,Senate,12,2178
MO,Senate,13,1572
MO,Senate,14,530
MO,Senate,15,190
MO,Senate,16,76
MO,Senate,17,23
MO,Senate,18,9
MO,Senate,19,2
MO,Senate,20,1
MT,House,1,1
MT,House,4,1
MT,House,5,2
MT,House,6,1
MT,House,7,1
MT,House,8,1
MT,House,9,2
MT,House,10,3
MT,House,11,3
MT,House,12,2
MT,House,13,9
MT,House,14,8
MT,House,15,13
MT,House,16,5
MT,House,17,6
MT,House,18,14
MT,House,19,16
MT,House,20,16
MT,House,21,25
MT,House,22,21
MT,House,23,36
MT,House,24,57
MT,House,25,53
MT,House,26,60
MT,House,27,59
MT,House,28,102
MT,House,29,103
MT,House,30,108
MT,House,31,147
MT,House,32,160
MT,House,33,193
MT,House,34,213
MT,House,35,310
MT,House,36,287
MT,House,37,385
MT,House,38,422
MT,House,39,456
MT,House,40,600
MT,House,41,636
MT,House,42,684
MT,House,43,661
MT,House,44,636
MT,House,45,570
MT,House,46,521
MT,House,47,448
MT,House,48,374
MT,House,49,298
MT,House,50,234
MT,House,51,199
MT,House,52,142
MT,House,53,137
MT,House,54,118
MT,House,55,82
MT,House,56,73
MT,House,57,52
MT,House,58,42
MT,House,59,41
MT,House,60,25
MT,House,61,27
MT,House,62,12
MT,House,63,18
MT,House,64,12
MT,House,65,10
MT,House,66,9
MT,House,67,5
MT,House,68,5
MT,House,69,7
MT,House,70,3
MT,House,71,4
MT,House,72,1
MT,House,73,3
MT,House,74,4
MT,House,77,1
MT,House,79,1
MT,House,80,2
MT,House,81,1
MT,House,90,1
MT,Senate,9,2
MT,Senate,10,1
MT,Senate,11,14
MT,Senate,12,30
MT,Senate,13,79
MT,Senate,14,149
MT,Senate,15,293
MT,Senate,16,519
MT,Senate,17,812
MT,Senate,18,1228
MT,Senate,19,1553
MT,Senate,20,1624
MT,Senate,21,1560
MT,Senate,22,1125
MT,Senate,23,532
MT,Senate,24,263
MT,Senate,25,112
MT,Senate,26,52
MT,Senate,27,25
MT,Senate,28,15
MT,Senate,29,8
MT,Senate,30,1
MT,Senate,31,2
MT,Senate,33,1
NE,Legislature,10,2
NE,Legislature,11,9
NE,Legislature,12,29
NE,Legislature,13,93
NE,Legislature,14,221
NE,Legislature,15,607
NE,Legislature,16,1094
NE,Legislature,17,1528
NE,Legislature,18,1627
NE,Legislature,19,1445
NE,Legislature,20,1254
NE,Legislature,21,986
NE,Legislature,22,645
NE,Legislature,23,321
NE,Legislature,24,108
NE,Legislature,25,25
NE,Legislature,26,5
NE,Legislature,27,1
NV,Assembly,4,1
NV,Assembly,5,1
NV,Assembly,6,1
NV,Assembly,7,3
NV,Assembly,8,2
NV,Assembly,9,6
NV,Assembly,10,12
NV,Assembly,11,9
NV,Assembly,12,18
NV,Assembly,13,16
NV,Assembly,14,25
NV,Assembly,15,34
NV,Assembly,16,35
NV,Assembly,17,47
NV,Assembly,18,72
NV,Assembly,19,88
NV,Assembly,20,121
NV,Assembly,21,172
NV,Assembly,22,234
NV,Assembly,23,270
NV,Assembly,24,423
NV,Assembly,25,532
NV,Assembly,26,670
NV,Assembly,27,812
NV,Assembly,28,927
NV,Assembly,29,900
NV,Assembly,30,956
NV,Assembly,31,851
NV,Assembly,32,732
NV,Assembly,33,630
NV,Assembly,34,497
NV,Assembly,35,352
NV,Assembly,36,241
NV,Assembly,37,161
NV,Assembly,38,75
NV,Assembly,39,38
NV,Assembly,40,23
NV,Assembly,41,11
NV,Assembly,42,2
NV,Senate,6,4
NV,Senate,7,18
NV,Senate,8,25
NV,Senate,9,77
NV,Senate,10,202
NV,Senate,11,464
NV,Senate,12,1327
NV,Senate,13,4683
NV,Senate,14,2169
NV,Senate,15,914
NV,Senate,16,105
NV,Senate,17,12
NH,House,51,1
NH,House,52,1
NH,House,55,1
NH,House,57,1
NH,House,59,1
NH,House,60,1
NH,House,61,1
NH,House,68,1
NH,House,71,1
NH,House,73,1
NH,House,74,2
NH,House,75,1
NH,House,77,2
NH,House,79,1
NH,House,80,2
NH,House,83,1
NH,House,84,1
NH,House,85,2
NH,House,86,2
NH,House,87,1
NH,House,88,3
NH,House,89,1
NH,House,91,2
NH,House,92,3
NH,House,93,3
NH,House,94,3
NH,House,95,1
NH,House,96,2
NH,House,97,4
NH,House,98,3
NH,House,99,5
NH,House,100,2
NH,House,101,1
NH,House,102,5
NH,House,103,4
NH,House,104,2
NH,House,105,4
NH,House,106,6
NH,House,107,8
NH,House,108,8
NH,House,109,9
NH,House,110,5
NH,House,111,12
NH,House,112,8
NH,House,113,7
NH,House,114,4
NH,House,115,8
NH,House,116,8
NH,House,117,10
NH,House,118,10
NH,House,119,7
NH,House,120,10
NH,House,121,8
NH,House,122,13
NH,House,123,12
NH,House,124,4
NH,House,125,6
NH,House,126,18
NH,House,127,9
NH,House,128,25
NH,House,129,11
NH,House,130,13
NH,House,131,15
NH,House,132,19
NH,House,133,14
NH,House,134,13
NH,House,135,8
NH,House,136,18
NH,House,137,9
NH,House,138,14
NH,House,139,18
NH,House,140,24
NH,House,141,31
NH,House,142,28
NH,House,143,32
NH,House,144,26
NH,House,145,27
NH,House,146,27
NH,House,147,28
NH,House,148,21
NH,House,149,30
NH,House,150,24
NH,House,151,25
NH,House,152,36
NH,House,153,33
NH,House,154,28
NH,House,155,50
NH,House,156,24
NH,House,157,36
NH,House,158,41
NH,House,159,32
NH,House,160,47
NH,House,161,44
NH,House,162,44
NH,House,163,50
NH,House,164,58
NH,House,165,38
NH,House,166,50
NH,House,167,53
NH,House,168,44
NH,House,169,62
NH,House,170,58
NH,House,171,54
NH,House,172,43
NH,House,173,49
NH,House,174,61
NH,House,175,58
NH,House,176,47
NH,House,177,77
NH,House,178,58
NH,House,179,73
NH,House,180,61
NH,House,181,76
NH,House,182,73
NH,House,183,64
NH,House,184,62
NH,House,185,63
NH,House,186,72
NH,House,187,67
NH,House,188,85
NH,House,189,72
NH,House,190,64
NH,House,191,72
NH,House,192,68
NH,House,193,78
NH,House,194,68
NH,House,195,81
NH,House,196,61
NH,House,197,96
NH,House,198,90
NH,House,199,86
NH,House,200,76
NH,House,201,82
NH,House,202,67
NH,House,203,96
NH,House,204,80
NH,House,205,90
NH,House,206,65
NH,House,207,76
NH,House,208,58
NH,House,209,91
NH,House,210,83
NH,House,211,85
NH,House,212,74
NH,House,213,80
NH,House,214,85
NH,House,215,78
NH,House,216,83
NH,House,217,69
NH,House,218,74
NH,House,219,86
NH,House,220,72
NH,House,221,76
NH,House,222,65
NH,House,223,80
NH,House,224,70
NH,House,225,65
NH,House,226,71
NH,House,227,61
NH,House,228,69
NH,House,229,77
NH,House,230,71
NH,House,231,80
NH,House,232,69
NH,House,233,64
NH,House,234,74
NH,House,235,55
NH,House,236,63
NH,House,237,57
NH,House,238,73
NH,House,239,54
NH,House,240,57
NH,House,241,54
NH,House,242,61
NH,House,243,44
NH,House,244,66
NH,House,245,68
NH,House,246,57
NH,House,247,55
NH,House,248,60
NH,House,249,57
NH,House,250,55
NH,House,251,60
NH,House,252,55
NH,House,253,51
NH,House,254,50
NH,House,255,52
NH,House,256,49
NH,House,257,57
NH,House,258,52
NH,House,259,46
NH,House,260,50
NH,House,261,57
NH,House,262,48
NH,House,263,43
NH,House,264,42
NH,House,265,55
NH,House,266,46
NH,House,267,38
NH,House,268,48
NH,House,269,36
NH,House,270,47
NH,House,271,45
NH,House,272,33
NH,House,273,36
NH,House,274,33
NH,House,275,50
NH,House,276,43
NH,House,277,43
NH,House,278,36
NH,House,279,29
NH,House,280,35
NH,House,281,26
NH,House,282,39
NH,House,283,33
NH,House,284,35
NH,House,285,28
NH,House,286,34
NH,House,287,37
NH,House,288,39
NH,House,289,28
NH,House,290,21
NH,House,291,40
NH,House,292,27
NH,House,293,28
NH,House,294,28
NH,House,295,26
NH,House,296,28
NH,House,297,26
NH,House,298,28
NH,House,299,32
NH,House,300,18
NH,House,301,23
NH,House,302,20
NH,House,303,28
NH,House,304,34
NH,House,305,25
NH,House,306,30
NH,House,307,23
NH,House,308,13
NH,House,309,23
NH,House,310,22
NH,House,311,14
NH,House,312,16
NH,House,313,28
NH,House,314,17
NH,House,315,17
NH,House,316,20
NH,House,317,18
NH,House,318,16
NH,House,319,16
NH,House,320,11
NH,House,321,15
NH,House,322,29
NH,House,323,14
NH,House,324,12
NH,House,325,14
NH,House,326,9
NH,House,327,17
NH,House,328,12
NH,House,329,14
NH,House,330,13
NH,House,331,15
NH,House,332,13
NH,House,333,9
NH,House,334,7
NH,House,335,14
NH,House,336,10
NH,House,337,6
NH,House,338,14
NH,House,339,12
NH,House,340,9
NH,House,341,12
NH,House,342,7
NH,House,343,10
NH,House,344,12
NH,House,345,5
NH,House,346,7
NH,House,347,2
NH,House,348,8
NH,House,349,3
NH,House,350,7
NH,House,351,8
NH,House,352,4
NH,House,353,7
NH,House,354,6
NH,House,355,4
NH,House,356,2
NH,House,357,7
NH,House,358,1
NH,House,359,4
NH,House,360,2
NH,House,362,4
NH,House,363,6
NH,House,364,4
NH,House,365,5
NH,House,366,2
NH,House,367,8
NH,House,368,6
NH,House,369,2
NH,House,370,6
NH,House,371,6
NH,House,372,2
NH,House,373,2
NH,House,374,3
NH,House,375,4
NH,House,376,5
NH,House,377,4
NH,House,378,1
NH,House,379,1
NH,House,380,4
NH,House,381,1
NH,House,383,2
NH,House,384,1
NH,House,385,3
NH,House,386,1
NH,House,387,3
NH,House,390,4
NH,House,391,1
NH,House,394,1
NH,House,395,1
NH,House,396,2
NH,House,397,1
NH,Senate,2,4
NH,Senate,3,22
NH,Senate,4,64
NH,Senate,5,135
NH,Senate,6,368
NH,Senate,7,717
NH,Senate,8,1208
NH,Senate,9,1195
NH,Senate,10,1041
NH,Senate,11,875
NH,Senate,12,794
NH,Senate,13,675
NH,Senate,14,557
NH,Senate,15,485
NH,Senate,16,427
NH,Senate,17,363
NH,Senate,18,303
NH,Senate,19,228
NH,Senate,20,169
NH,Senate,21,164
NH,Senate,22,101
NH,Senate,23,71
NH,Senate,24,34
NM,House,12,1
NM,House,14,1
NM,House,16,3
NM,House,18,3
NM,House,20,4
NM,House,21,2
NM,House,22,5
NM,House,23,7
NM,House,24,5
NM,House,25,7
NM,House,26,10
NM,House,27,11
NM,House,28,10
NM,House,29,20
NM,House,30,22
NM,House,31,19
NM,House,32,29
NM,House,33,39
NM,House,34,49
NM,House,35,70
NM,House,36,77
NM,House,37,105
NM,House,38,103
NM,House,39,146
NM,House,40,194
NM,House,41,260
NM,House,42,376
NM,House,43,525
NM,House,44,770
NM,House,45,1014
NM,House,46,1057
NM,House,47,1086
NM,House,48,977
NM,House,49,786
NM,House,50,650
NM,House,51,481
NM,House,52,347
NM,House,53,199
NM,House,54,160
NM,House,55,120
NM,House,56,83
NM,House,57,53
NM,House,58,39
NM,House,59,21
NM,House,60,12
NM,House,61,12
NM,House,62,6
NM,House,63,7
NM,House,64,7
NM,House,65,5
NM,House,66,2
NM,House,67,1
NM,House,68,1
NM,House,69,1
NY,Assembly,38,1
NY,Assembly,41,1
