code,state,chamber,district,vap_total,vap_white_pct,vap_black_pct,vap_hisp_pct,vap_asian_pct,vap_native_pct,vap_pac_pct,vap_minor_pct
AR-H-77,AR,lower,77,22556.0,30.11,55.31,10.4,3.07,2.06,0.07,69.89
AR-H-54,AR,lower,54,25851.0,82.15,8.38,4.14,1.36,3.66,0.1,17.85
AR-H-49,AR,lower,49,20711.0,40.44,14.28,33.13,7.99,5.9,0.25,59.56
AR-H-27,AR,lower,27,25499.0,91.13,1.34,1.6,0.47,4.76,0.13,8.87
AR-H-9,AR,lower,9,18944.0,32.97,2.69,47.19,2.84,4.05,12.4,67.03
AR-H-4,AR,lower,4,24881.0,92.15,0.32,1.77,0.61,4.12,0.16,7.85
AR-H-83,AR,lower,83,22921.0,88.3,4.47,2.67,1.26,2.74,0.1,11.7
AR-H-76,AR,lower,76,23805.0,21.75,67.5,9.79,2.13,2.06,0.12,78.25
AR-H-55,AR,lower,55,22269.0,70.03,17.77,5.71,2.93,2.79,0.17,29.97
AR-H-37,AR,lower,37,24175.0,69.16,26.32,1.7,0.66,2.04,0.11,30.84
AR-S-2,AR,upper,2,65749.0,64.36,29.85,2.73,0.8,2.18,0.1,35.64
AR-S-7,AR,upper,7,65483.0,85.46,5.54,4.16,1.06,3.37,0.13,14.54
AR-S-4,AR,upper,4,65014.0,66.69,20.13,8.52,0.73,3.8,0.32,33.31
AR-S-9,AR,upper,9,64620.0,39.05,56.5,2.48,0.81,1.49,0.08,60.95
AR-S-11,AR,upper,11,64469.0,80.34,8.86,4.53,2.07,3.68,0.2,19.66
AR-S-13,AR,upper,13,70223.0,67.64,22.39,4.36,2.66,2.79,0.11,32.36
AR-S-18,AR,upper,18,66971.0,86.42,4.82,3.39,1.08,3.43,0.12,13.58
AR-S-20,AR,upper,20,63670.0,71.06,18.28,5.74,2.36,2.37,0.12,28.94
AR-S-23,AR,upper,23,69320.0,92.23,0.7,1.78,0.67,3.77,0.11,7.77
AR-S-26,AR,upper,26,64013.0,84.07,1.79,5.8,2.66,5.01,0.16,15.93
AR-S-27,AR,upper,27,64785.0,61.26,9.9,16.55,6.5,6.52,0.18,38.74
AR-S-35,AR,upper,35,62378.0,75.94,2.37,10.46,2.8,8.09,0.28,24.06
AR-S-25,AR,upper,25,67448.0,79.64,5.78,8.55,1.26,4.35,0.13,20.36
AR-S-1,AR,upper,1,64784.0,68.28,24.44,4.48,0.71,1.95,0.15,31.72
AR-S-10,AR,upper,10,67690.0,72.02,22.82,2.11,0.63,2.18,0.12,27.98
AR-S-28,AR,upper,28,66493.0,86.08,0.6,5.98,1.3,4.81,0.72,13.92
AR-S-34,AR,upper,34,62262.0,80.24,2.59,7.35,4.7,4.59,0.3,19.76
AR-S-8,AR,upper,8,69327.0,39.94,55.1,2.71,0.83,1.5,0.12,60.06
AR-S-32,AR,upper,32,62024.0,65.29,1.41,24.92,1.86,5.48,1.8,34.71
AR-S-19,AR,upper,19,67161.0,74.76,19.04,3.1,0.66,2.15,0.05,25.24
AR-S-21,AR,upper,21,65528.0,91.15,1.58,2.25,0.52,2.9,0.82,8.85
AR-S-17,AR,upper,17,69976.0,72.27,16.67,4.97,2.61,3.1,0.13,27.73
AR-S-6,AR,upper,6,70895.0,80.52,8.66,5.31,1.17,3.92,0.15,19.48
AR-S-29,AR,upper,29,64819.0,83.26,1.77,5.51,1.87,7.06,0.16,16.74
AR-S-14,AR,upper,14,70756.0,69.53,19.45,3.44,5.36,2.13,0.09,30.47
AR-S-33,AR,upper,33,62062.0,68.44,2.67,13.71,10.38,4.43,0.69,31.56
AR-S-3,AR,upper,3,66639.0,64.77,26.9,5.19,0.79,2.3,0.1,35.23
AR-S-22,AR,upper,22,66378.0,89.74,1.55,3.77,0.84,3.42,0.11,10.26
AR-S-30,AR,upper,30,69606.0,77.01,6.54,7.3,4.14,4.3,0.57,22.99
AR-S-24,AR,upper,24,66779.0,89.93,1.86,2.62,0.59,4.27,0.08,10.07
AR-S-12,AR,upper,12,65535.0,34.84,54.96,7.15,1.37,2.79,0.15,65.16
AR-S-15,AR,upper,15,64757.0,24.44,57.49,15.08,2.63,2.28,0.1,75.56
AR-S-5,AR,upper,5,66417.0,86.15,0.76,5.89,1.24,5.22,0.12,13.85
AR-S-31,AR,upper,31,58485.0,49.06,3.03,33.8,2.88,4.63,7.97,50.94
AR-S-16,AR,upper,16,64417.0,77.65,10.6,5.92,2.05,3.31,0.08,22.35
AZ-H-1,AZ,lower,1,199478.0,80.99,1.07,11.79,1.86,3.69,0.31,19.01
AZ-H-3,AZ,lower,3,198739.0,84.72,1.99,6.05,4.93,1.74,0.22,15.28
AZ-H-8,AZ,lower,8,207404.0,56.54,7.49,22.5,8.67,5.86,0.55,43.46
AZ-H-11,AZ,lower,11,171673.0,21.97,17.19,53.92,4.23,5.95,0.6,78.03
AZ-H-13,AZ,lower,13,180788.0,60.56,6.02,18.74,12.37,2.79,0.49,39.44
AZ-H-16,AZ,lower,16,188083.0,51.34,6.9,30.77,2.96,9.57,0.82,48.66
AZ-H-19,AZ,lower,19,172836.0,64.0,3.8,26.62,2.72,3.28,0.48,36.0
AZ-H-21,AZ,lower,21,189569.0,36.8,5.62,52.64,2.94,4.06,0.39,63.2
AZ-H-23,AZ,lower,23,174187.0,29.92,4.63,57.69,2.23,7.16,0.36,70.08
AZ-H-26,AZ,lower,26,168156.0,26.21,10.32,56.08,4.72,5.15,0.34,73.79
AZ-H-29,AZ,lower,29,183948.0,63.69,6.8,22.79,4.53,2.74,0.54,36.31
AZ-H-30,AZ,lower,30,196535.0,77.35,1.47,14.3,1.88,4.86,0.43,22.65
AZ-H-25,AZ,lower,25,177337.0,57.87,5.34,31.35,2.94,3.23,0.52,42.13
AZ-H-12,AZ,lower,12,188402.0,62.58,7.48,17.09,9.5,4.0,0.52,37.42
AZ-H-7,AZ,lower,7,205324.0,73.27,2.19,16.3,2.06,5.95,0.35,26.73
AZ-H-22,AZ,lower,22,168070.0,22.75,10.73,60.5,4.42,3.88,0.65,77.25
AZ-H-15,AZ,lower,15,166636.0,70.54,4.99,17.78,4.05,2.77,0.66,29.46
AZ-H-28,AZ,lower,28,189902.0,82.4,2.79,8.18,4.63,1.76,0.25,17.6
AZ-H-2,AZ,lower,2,185582.0,65.09,5.65,19.81,6.53,3.25,0.39,34.91
AZ-H-27,AZ,lower,27,188960.0,63.77,5.91,22.12,5.44,3.33,0.42,36.23
AZ-H-9,AZ,lower,9,176772.0,52.63,6.47,32.74,3.78,5.55,0.76,47.37
AZ-H-4,AZ,lower,4,199229.0,79.54,2.59,8.77,6.93,1.72,0.27,20.46
AZ-H-17,AZ,lower,17,193720.0,73.22,3.47,16.61,4.36,2.6,0.38,26.78
AZ-H-20,AZ,lower,20,191555.0,38.58,4.39,48.9,4.16,6.72,0.32,61.42
AZ-H-6,AZ,lower,6,163620.0,29.45,1.22,8.38,1.24,60.36,0.23,70.55
AZ-H-18,AZ,lower,18,201284.0,67.72,4.81,19.52,5.38,3.06,0.42,32.28
AZ-H-10,AZ,lower,10,188173.0,75.72,3.21,15.26,3.03,2.8,0.41,24.28
AZ-H-14,AZ,lower,14,170822.0,69.91,4.82,14.54,8.41,2.33,0.55,30.09
AZ-H-24,AZ,lower,24,163024.0,24.68,8.9,60.84,3.87,4.06,0.39,75.32
AZ-H-5,AZ,lower,5,192169.0,53.62,8.11,30.64,4.17,5.02,0.33,46.38
AZ-S-2,AZ,upper,2,185582.0,65.09,5.65,19.81,6.53,3.25,0.39,34.91
AZ-S-4,AZ,upper,4,199229.0,79.54,2.59,8.77,6.93,1.72,0.27,20.46
AZ-S-7,AZ,upper,7,205324.0,73.27,2.19,16.3,2.06,5.95,0.35,26.73
AZ-S-9,AZ,upper,9,176772.0,52.63,6.47,32.74,3.78,5.55,0.76,47.37
AZ-S-11,AZ,upper,11,171673.0,21.97,17.19,53.92,4.23,5.95,0.6,78.03
AZ-S-13,AZ,upper,13,180788.0,60.56,6.02,18.74,12.37,2.79,0.49,39.44
AZ-S-18,AZ,upper,18,201284.0,67.72,4.81,19.52,5.38,3.06,0.42,32.28
AZ-S-20,AZ,upper,20,191555.0,38.58,4.39,48.9,4.16,6.72,0.32,61.42
AZ-S-23,AZ,upper,23,174187.0,29.92,4.63,57.69,2.23,7.16,0.36,70.08
AZ-S-26,AZ,upper,26,168156.0,26.21,10.32,56.08,4.72,5.15,0.34,73.79
AZ-S-27,AZ,upper,27,188960.0,63.77,5.91,22.12,5.44,3.33,0.42,36.23
AZ-S-25,AZ,upper,25,177337.0,57.87,5.34,31.35,2.94,3.23,0.52,42.13
AZ-S-1,AZ,upper,1,199478.0,80.99,1.07,11.79,1.86,3.69,0.31,19.01
AZ-S-10,AZ,upper,10,188173.0,75.72,3.21,15.26,3.03,2.8,0.41,24.28
AZ-S-28,AZ,upper,28,189902.0,82.4,2.79,8.18,4.63,1.76,0.25,17.6
AZ-S-8,AZ,upper,8,207404.0,56.54,7.49,22.5,8.67,5.86,0.55,43.46
AZ-S-21,AZ,upper,21,189569.0,36.8,5.62,52.64,2.94,4.06,0.39,63.2
AZ-S-17,AZ,upper,17,193720.0,73.22,3.47,16.61,4.36,2.6,0.38,26.78
AZ-S-6,AZ,upper,6,163620.0,29.45,1.22,8.38,1.24,60.36,0.23,70.55
AZ-S-29,AZ,upper,29,183948.0,63.69,6.8,22.79,4.53,2.74,0.54,36.31
AZ-S-14,AZ,upper,14,170822.0,69.91,4.82,14.54,8.41,2.33,0.55,30.09
AZ-S-3,AZ,upper,3,198739.0,84.72,1.99,6.05,4.93,1.74,0.22,15.28
AZ-S-22,AZ,upper,22,168070.0,22.75,10.73,60.5,4.42,3.88,0.65,77.25
AZ-S-30,AZ,upper,30,196535.0,77.35,1.47,14.3,1.88,4.86,0.43,22.65
AZ-S-24,AZ,upper,24,163024.0,24.68,8.9,60.84,3.87,4.06,0.39,75.32
AZ-S-12,AZ,upper,12,188402.0,62.58,7.48,17.09,9.5,4.0,0.52,37.42
AZ-S-15,AZ,upper,15,166636.0,70.54,4.99,17.78,4.05,2.77,0.66,29.46
AZ-S-5,AZ,upper,5,192169.0,53.62,8.11,30.64,4.17,5.02,0.33,46.38
AZ-S-16,AZ,upper,16,188083.0,51.34,6.9,30.77,2.96,9.57,0.82,48.66
AZ-S-19,AZ,upper,19,172836.0,64.0,3.8,26.62,2.72,3.28,0.48,36.0
CA-H-3,CA,lower,3,384706.0,61.4,2.79,22.21,8.61,5.63,0.68,38.6
CA-H-8,CA,lower,8,400658.0,60.44,3.54,22.64,9.39,4.78,0.52,39.56
CA-H-11,CA,lower,11,400305.0,39.36,14.6,25.31,18.97,3.59,1.74,60.64
CA-H-13,CA,lower,13,350992.0,23.29,11.94,39.35,24.74,3.82,1.44,76.71
CA-H-16,CA,lower,16,396429.0,54.66,2.87,10.49,30.32,1.7,0.63,45.34
CA-H-19,CA,lower,19,432422.0,36.16,3.64,13.66,45.42,1.53,0.83,63.84
CA-H-21,CA,lower,21,385179.0,39.16,3.2,25.77,29.26,2.26,2.02,60.84
CA-H-23,CA,lower,23,381546.0,50.24,2.47,12.11,33.43,1.59,0.72,49.76
CA-H-26,CA,lower,26,374192.0,29.4,2.85,16.53,50.12,1.78,0.68,70.6
CA-H-29,CA,lower,29,359541.0,22.23,2.29,67.87,6.92,5.39,0.62,77.77
CA-H-32,CA,lower,32,385410.0,54.19,3.58,31.75,7.2,4.75,0.45,45.81
CA-H-35,CA,lower,35,339175.0,15.97,6.73,70.78,5.76,4.11,0.3,84.03
CA-H-36,CA,lower,36,349885.0,24.78,4.19,65.88,4.11,3.98,0.39,75.22
CA-H-40,CA,lower,40,403386.0,44.12,5.75,30.97,18.28,2.51,0.49,55.88
CA-H-42,CA,lower,42,414507.0,66.49,2.51,17.18,11.93,2.09,0.42,33.51
CA-H-43,CA,lower,43,389837.0,17.05,4.1,69.18,9.51,3.89,0.29,82.95
CA-H-44,CA,lower,44,426558.0,61.15,4.94,19.75,13.11,2.07,0.35,38.85
CA-H-45,CA,lower,45,353512.0,17.63,13.17,62.19,6.62,4.08,0.6,82.37
CA-H-46,CA,lower,46,399486.0,42.62,5.98,36.71,14.0,2.69,0.35,57.38
CA-H-47,CA,lower,47,413692.0,54.54,4.62,32.72,5.95,3.67,0.43,45.46
CA-H-48,CA,lower,48,376280.0,16.63,3.6,57.98,21.76,3.75,0.4,83.37
CA-H-52,CA,lower,52,419718.0,28.02,3.0,53.83,14.95,3.61,0.33,71.98
CA-H-53,CA,lower,53,362862.0,16.55,6.86,62.6,13.75,4.05,0.51,83.45
CA-H-56,CA,lower,56,390960.0,11.33,1.96,56.97,29.79,3.35,0.38,88.67
CA-H-57,CA,lower,57,376717.0,6.51,19.76,68.04,5.81,4.18,0.28,93.49
CA-H-61,CA,lower,61,385693.0,20.72,28.59,42.38,7.87,3.32,0.69,79.28
CA-H-64,CA,lower,64,394524.0,14.71,3.3,70.58,11.08,4.25,0.48,85.29
CA-H-65,CA,lower,65,375292.0,8.27,22.56,59.65,9.26,3.6,1.09,91.73
CA-H-67,CA,lower,67,370486.0,22.39,4.27,36.89,35.67,2.84,0.88,77.61
CA-H-70,CA,lower,70,373507.0,24.12,1.68,30.7,42.48,2.3,0.79,75.88
CA-H-72,CA,lower,72,404566.0,64.1,2.0,15.7,16.2,2.05,0.61,35.9
CA-H-75,CA,lower,75,373688.0,62.49,3.31,21.45,9.51,3.84,0.83,37.51
CA-H-78,CA,lower,78,427481.0,51.89,6.29,20.31,19.86,2.45,1.01,48.11
CA-H-80,CA,lower,80,396724.0,16.76,6.34,61.18,16.1,3.34,1.01,83.24
CA-H-30,CA,lower,30,390760.0,65.59,3.16,20.76,7.73,3.29,0.83,34.41
CA-H-25,CA,lower,25,394661.0,16.72,3.86,38.88,40.1,3.34,0.79,83.28
CA-H-12,CA,lower,12,390630.0,65.08,3.02,20.91,8.14,3.34,0.64,34.92
CA-H-38,CA,lower,38,370830.0,35.47,2.89,52.89,7.48,4.51,0.58,64.53
CA-H-7,CA,lower,7,383247.0,60.56,7.77,16.25,12.27,3.52,1.13,39.44
CA-H-66,CA,lower,66,380115.0,46.45,5.47,19.72,27.03,2.12,0.83,53.55
CA-H-22,CA,lower,22,340434.0,40.14,4.02,44.83,8.26,4.54,1.38,59.86
CA-H-59,CA,lower,59,373735.0,44.74,3.01,25.38,25.68,2.24,0.54,55.26
CA-H-15,CA,lower,15,395221.0,40.62,11.38,28.73,17.55,3.27,1.34,59.38
CA-H-69,CA,lower,69,383486.0,29.65,12.59,37.24,19.4,3.27,1.46,70.35
CA-H-54,CA,lower,54,408239.0,9.86,6.13,60.07,24.06,4.39,0.3,90.14
CA-H-49,CA,lower,49,384127.0,11.77,1.71,28.5,58.13,2.03,0.3,88.23
CA-H-27,CA,lower,27,360047.0,23.41,4.46,62.29,8.67,5.17,0.48,76.59
CA-H-9,CA,lower,9,371524.0,48.62,3.95,34.52,10.1,4.01,0.99,51.38
CA-H-4,CA,lower,4,373306.0,52.83,3.03,29.74,11.33,4.07,0.78,47.17
CA-H-76,CA,lower,76,355685.0,48.23,3.13,27.6,19.63,2.48,0.69,51.77
CA-H-55,CA,lower,55,393798.0,31.47,23.58,31.4,12.95,2.97,0.39,68.53
CA-H-37,CA,lower,37,372417.0,46.77,2.47,41.03,8.07,4.06,0.46,53.23
CA-H-60,CA,lower,60,337781.0,20.63,13.23,59.31,6.04,4.12,0.73,79.37
CA-H-51,CA,lower,51,438014.0,59.73,5.79,16.63,16.36,1.84,0.36,40.27
CA-H-17,CA,lower,17,452336.0,37.73,8.36,17.47,35.16,2.34,0.86,62.27
CA-H-74,CA,lower,74,404948.0,55.89,3.99,29.4,8.59,3.14,1.13,44.11
CA-H-41,CA,lower,41,398634.0,45.77,7.74,29.03,16.56,3.0,0.47,54.23
CA-H-62,CA,lower,62,356376.0,10.71,7.44,73.9,7.65,4.43,0.67,89.29
CA-H-20,CA,lower,20,405015.0,22.17,9.62,28.69,37.83,2.95,2.42,77.83
CA-H-1,CA,lower,1,416099.0,78.03,1.78,10.9,3.23,5.39,0.55,21.97
CA-H-6,CA,lower,6,403880.0,46.89,12.05,21.99,16.61,3.71,1.57,53.11
CA-H-18,CA,lower,18,392072.0,28.73,22.88,24.55,22.97,3.59,1.06,71.27
CA-H-10,CA,lower,10,384743.0,25.36,15.09,24.09,33.09,3.32,2.96,74.64
CA-H-39,CA,lower,39,336140.0,20.06,17.46,57.19,4.61,4.44,0.6,79.94
CA-H-14,CA,lower,14,385617.0,37.64,13.06,23.9,23.86,2.83,0.77,62.36
CA-H-24,CA,lower,24,375618.0,16.36,3.07,15.17,64.61,1.68,1.02,83.64
CA-H-5,CA,lower,5,379450.0,71.79,2.33,12.27,10.22,3.21,0.69,28.21
CA-H-28,CA,lower,28,375425.0,55.7,2.88,19.37,20.01,2.75,0.69,44.3
CA-H-2,CA,lower,2,408284.0,67.2,2.25,19.21,4.72,6.8,0.68,32.8
CA-H-33,CA,lower,33,358190.0,26.01,3.38,64.48,4.62,3.87,0.41,73.99
CA-H-31,CA,lower,31,350775.0,18.8,6.97,60.5,12.74,4.53,0.39,81.2
CA-H-63,CA,lower,63,367349.0,42.63,8.06,34.22,13.7,3.19,0.81,57.37
CA-H-68,CA,lower,68,369109.0,18.3,2.36,66.87,11.96,4.93,0.55,81.7
CA-H-79,CA,lower,79,384778.0,29.8,13.23,39.68,16.6,3.15,1.21,70.2
CA-H-71,CA,lower,71,374792.0,56.88,4.74,22.66,13.85,2.85,0.8,43.12
CA-H-73,CA,lower,73,396686.0,39.42,2.98,20.64,35.91,1.77,0.57,60.58
CA-H-58,CA,lower,58,367211.0,25.16,6.69,58.04,9.12,3.91,0.62,74.84
CA-H-50,CA,lower,50,363557.0,21.62,9.3,56.72,11.92,3.66,0.58,78.38
CA-H-34,CA,lower,34,405188.0,48.02,10.91,32.66,6.03,4.38,0.76,51.98
CA-H-77,CA,lower,77,424407.0,67.39,3.3,13.63,13.5,1.83,0.61,32.61
CA-S-2,CA,upper,2,800791.0,66.69,2.63,19.79,5.9,5.32,0.65,33.31
CA-S-4,CA,upper,4,799065.0,57.3,2.73,29.9,6.1,4.68,0.94,42.7
CA-S-7,CA,upper,7,775929.0,33.03,18.05,24.28,23.43,3.22,0.92,66.97
CA-S-9,CA,upper,9,775656.0,42.87,8.66,22.32,24.64,2.63,1.15,57.13
CA-S-11,CA,upper,11,884687.0,36.97,6.06,15.61,40.17,1.94,0.85,63.03
CA-S-13,CA,upper,13,800124.0,45.16,2.68,17.93,32.09,1.85,1.31,54.84
CA-S-18,CA,upper,18,728710.0,18.71,5.27,65.61,10.27,3.58,0.69,81.29
CA-S-20,CA,upper,20,736087.0,26.26,4.57,56.93,11.87,3.54,0.32,73.74
CA-S-23,CA,upper,23,764082.0,34.34,12.28,44.07,8.14,3.88,0.56,65.66
CA-S-26,CA,upper,26,771003.0,19.09,5.04,55.85,19.91,4.05,0.32,80.91
CA-S-27,CA,upper,27,800326.0,57.39,5.17,22.22,13.95,2.18,0.42,42.61
CA-S-35,CA,upper,35,719774.0,9.13,25.0,56.25,9.46,3.61,0.97,90.87
CA-S-37,CA,upper,37,810580.0,46.89,2.68,21.56,27.61,1.98,0.57,53.11
CA-S-40,CA,upper,40,738645.0,51.67,3.15,23.25,19.81,2.92,0.81,48.33
CA-S-25,CA,upper,25,848849.0,35.87,4.52,24.04,35.24,2.16,0.38,64.13
CA-S-38,CA,upper,38,777475.0,60.66,3.24,21.94,12.12,2.45,0.88,39.34
CA-S-1,CA,upper,1,740227.0,68.83,2.36,17.32,5.88,5.68,0.62,31.17
CA-S-39,CA,upper,39,831601.0,47.19,9.56,27.67,14.14,2.83,1.06,52.81
CA-S-10,CA,upper,10,821100.0,19.9,4.39,19.23,55.23,1.98,1.49,80.1
CA-S-28,CA,upper,28,785466.0,23.39,22.3,42.52,11.42,3.35,0.37,76.61
CA-S-34,CA,upper,34,721922.0,17.25,2.62,60.36,19.2,4.21,0.61,82.75
CA-S-8,CA,upper,8,717601.0,33.97,14.03,24.26,25.33,3.6,2.37,66.03
CA-S-32,CA,upper,32,718989.0,46.69,6.61,29.58,15.42,3.27,0.83,53.31
CA-S-19,CA,upper,19,750601.0,51.89,6.74,32.65,6.46,3.93,0.61,48.11
CA-S-21,CA,upper,21,806338.0,42.73,2.66,45.04,8.04,4.2,0.52,57.27
CA-S-17,CA,upper,17,780383.0,48.3,2.75,39.7,7.28,4.08,0.7,51.7
CA-S-6,CA,upper,6,748451.0,63.1,5.95,15.39,12.53,3.32,0.99,36.9
CA-S-29,CA,upper,29,688166.0,19.67,11.06,60.33,8.52,3.93,0.57,80.33
CA-S-14,CA,upper,14,705711.0,20.94,5.62,62.21,10.16,4.8,0.43,79.06
CA-S-33,CA,upper,33,793726.0,18.24,9.43,61.6,10.13,4.11,0.89,81.76
CA-S-3,CA,upper,3,803809.0,45.59,9.13,27.08,16.09,3.57,1.3,54.41
CA-S-36,CA,upper,36,801029.0,44.7,2.37,20.99,30.38,2.16,0.76,55.3
CA-S-30,CA,upper,30,782188.0,14.21,3.8,58.84,22.96,3.53,0.52,85.79
CA-S-24,CA,upper,24,870177.0,59.34,5.13,14.46,19.44,1.73,0.55,40.66
CA-S-12,CA,upper,12,707277.0,52.35,4.62,30.57,9.62,4.36,0.48,47.65
CA-S-15,CA,upper,15,804034.0,29.42,3.66,32.34,33.68,3.15,0.8,70.58
CA-S-5,CA,upper,5,759614.0,35.11,7.64,32.01,23.78,3.4,1.16,64.89
CA-S-22,CA,upper,22,782492.0,15.94,4.97,59.72,19.22,3.87,0.42,84.06
CA-S-31,CA,upper,31,688867.0,21.29,9.85,58.88,9.22,3.9,0.67,78.71
CA-S-16,CA,upper,16,663094.0,20.52,5.15,67.98,5.23,4.01,0.36,79.48
CO-H-3,CO,lower,3,70148.0,67.59,7.72,16.72,5.27,3.29,0.36,32.41
CO-H-8,CO,lower,8,74443.0,60.08,17.47,16.45,4.32,3.15,0.26,39.92
CO-H-11,CO,lower,11,68674.0,69.05,1.72,21.92,4.36,3.24,0.21,30.95
CO-H-13,CO,lower,13,75524.0,82.07,1.26,11.84,1.6,2.74,0.28,17.93
CO-H-16,CO,lower,16,72481.0,70.48,6.68,16.5,3.22,4.09,0.47,29.52
CO-H-19,CO,lower,19,64922.0,75.81,1.31,15.25,4.89,2.71,0.27,24.19
CO-H-21,CO,lower,21,64762.0,59.0,12.88,19.76,5.06,3.95,1.68,41.0
CO-H-23,CO,lower,23,71969.0,75.42,2.17,15.43,3.83,3.59,0.26,24.58
CO-H-26,CO,lower,26,70967.0,76.85,0.97,18.08,1.58,2.34,0.21,23.15
CO-H-29,CO,lower,29,70862.0,73.01,2.22,15.16,6.78,3.03,0.25,26.99
CO-H-32,CO,lower,32,64428.0,41.47,4.22,48.57,3.73,4.72,0.28,58.53
CO-H-35,CO,lower,35,65351.0,42.75,2.48,47.3,5.09,4.78,0.31,57.25
CO-H-36,CO,lower,36,63964.0,36.35,16.93,37.26,7.8,4.0,0.75,63.65
CO-H-40,CO,lower,40,68842.0,57.49,13.56,16.99,10.07,3.17,0.56,42.51
CO-H-42,CO,lower,42,67089.0,30.01,22.8,39.39,6.16,3.91,0.94,69.99
CO-H-43,CO,lower,43,66226.0,80.04,1.9,8.01,7.75,1.84,0.23,19.96
CO-H-45,CO,lower,45,64321.0,82.22,2.14,9.38,3.47,2.45,0.4,17.78
CO-H-46,CO,lower,46,73621.0,56.07,3.09,36.36,1.69,5.11,0.26,43.93
CO-H-47,CO,lower,47,69843.0,62.65,2.53,30.04,1.25,5.15,0.26,37.35
CO-H-48,CO,lower,48,67169.0,57.4,1.76,35.74,2.39,4.05,0.32,42.6
CO-H-52,CO,lower,52,70311.0,80.39,1.98,9.91,4.9,2.35,0.29,19.61
CO-H-53,CO,lower,53,77518.0,77.22,2.48,12.85,4.68,2.84,0.31,22.78
CO-H-56,CO,lower,56,69530.0,79.97,2.51,11.37,2.4,3.52,0.37,20.03
CO-H-57,CO,lower,57,67885.0,70.9,1.05,23.67,1.56,2.95,0.21,29.1
CO-H-61,CO,lower,61,64866.0,66.71,8.95,10.73,11.9,2.3,0.38,33.29
CO-H-64,CO,lower,64,67086.0,74.56,1.25,19.25,2.08,3.16,0.19,25.44
CO-H-65,CO,lower,65,64656.0,82.77,1.12,10.8,2.26,2.56,0.23,17.23
CO-H-30,CO,lower,30,71321.0,63.25,3.03,26.1,4.75,4.16,0.25,36.75
CO-H-25,CO,lower,25,71206.0,86.74,0.98,6.44,2.69,2.27,0.23,13.26
CO-H-44,CO,lower,44,65613.0,77.61,2.8,8.96,8.34,2.15,0.33,22.39
CO-H-12,CO,lower,12,66809.0,78.64,1.61,10.34,6.77,2.0,0.18,21.36
CO-H-38,CO,lower,38,71144.0,82.12,1.93,9.9,3.36,2.67,0.21,17.88
CO-H-7,CO,lower,7,60335.0,20.08,25.91,45.61,7.51,3.68,1.16,79.92
CO-H-22,CO,lower,22,67212.0,73.18,6.31,12.98,4.75,3.28,0.63,26.82
CO-H-59,CO,lower,59,73001.0,77.34,0.86,11.31,1.27,9.2,0.24,22.66
CO-H-15,CO,lower,15,62219.0,64.34,9.43,16.67,6.98,3.51,0.97,35.66
CO-H-28,CO,lower,28,67637.0,77.94,1.88,12.28,5.1,2.92,0.22,22.06
CO-H-2,CO,lower,2,75301.0,83.29,2.48,7.38,4.82,1.67,0.21,16.71
CO-H-33,CO,lower,33,68454.0,74.8,2.01,12.31,8.33,2.33,0.29,25.2
CO-H-63,CO,lower,63,71468.0,72.59,2.41,21.59,0.91,2.91,0.22,27.41
CO-H-58,CO,lower,58,72416.0,82.0,0.78,12.21,1.12,3.43,0.25,18.0
CO-H-50,CO,lower,50,61645.0,47.61,3.67,43.69,2.75,4.27,0.34,52.39
CO-H-54,CO,lower,54,72096.0,80.79,0.98,12.85,1.23,3.67,0.2,19.21
CO-H-49,CO,lower,49,74146.0,87.63,0.9,5.45,2.71,2.24,0.19,12.37
CO-H-27,CO,lower,27,71690.0,82.04,1.41,9.78,4.08,2.5,0.19,17.96
CO-H-9,CO,lower,9,74389.0,64.46,12.8,14.91,5.94,2.84,0.36,35.54
CO-H-4,CO,lower,4,69822.0,55.69,3.52,35.07,3.62,4.48,0.23,44.31
CO-H-55,CO,lower,55,68731.0,79.61,1.31,12.98,2.18,3.51,0.39,20.39
CO-H-37,CO,lower,37,67444.0,75.63,4.09,8.0,10.2,1.82,0.28,24.37
CO-H-60,CO,lower,60,77532.0,80.72,2.97,10.44,1.24,3.85,0.19,19.28
CO-H-51,CO,lower,51,70337.0,82.76,1.35,10.66,1.85,3.14,0.25,17.24
CO-H-17,CO,lower,17,64802.0,47.23,15.28,30.16,4.95,4.7,1.09,52.77
CO-H-41,CO,lower,41,70505.0,50.44,19.29,21.28,7.47,3.2,0.51,49.56
CO-H-62,CO,lower,62,67784.0,46.03,2.28,47.59,1.1,6.07,0.26,53.97
CO-H-20,CO,lower,20,70055.0,80.92,3.48,8.42,4.12,2.54,0.46,19.08
CO-H-1,CO,lower,1,68403.0,44.67,3.4,43.65,6.25,4.94,0.23,55.33
CO-H-34,CO,lower,34,64786.0,62.12,2.78,25.78,6.64,4.13,0.29,37.88
CO-H-6,CO,lower,6,76175.0,70.37,10.15,12.52,5.0,2.62,0.26,29.63
CO-H-18,CO,lower,18,72938.0,76.62,4.79,11.5,4.25,3.34,0.54,23.38
CO-H-10,CO,lower,10,79669.0,76.93,2.09,9.91,8.7,1.78,0.3,23.07
CO-H-39,CO,lower,39,67683.0,80.92,1.93,7.12,7.57,2.08,0.25,19.08
CO-H-14,CO,lower,14,67802.0,77.0,4.19,9.4,6.83,2.39,0.41,23.0
