race_code,race_type,state,district,dem_id,dem_name,dem_party,rep_id,rep_name,rep_party,ind_id,ind_name,ind_party,ind_caucus,dem2_id,rep2_id,rcv,threeway,ind_frac,same_party,cand2_name,cand1_inc,incumbent_party,seat_holder,dem_status,rep_status,ind_status
FL-09,house,FL,09,C-0333,Darren Soto,DEM,C-0334,Thomas Chalifoux,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
FL-10,house,FL,10,C-0335,Maxwell Frost,DEM,C-0336,Stuart Farber,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
FL-11,house,FL,11,C-0337,Barbara Hall,DEM,C-0338,Anthony Sabatini,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,presumptive,
FL-12,house,FL,12,C-0339,Christopher Irizarry,DEM,C-0340,Gus Bilirakis,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-13,house,FL,13,C-0341,Leela Gray,DEM,C-0342,Anna Paulina Luna,REP,,,,,,,False,False,0.0,,,False,REP,REP,presumptive,confirmed,
FL-14,house,FL,14,C-0343,Kathy Castor,DEM,C-0344,John Peters,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,confirmed,presumptive,
FL-15,house,FL,15,C-0345,Darren McAuley,DEM,C-0346,Laurel Lee,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-16,house,FL,16,C-0347,Kelly Kirschner,DEM,C-0348,Sydney Gruters,REP,,,,,,,False,False,0.0,,,False,,REP,projected,presumptive,
FL-17,house,FL,17,C-0349,Matthew Montavon,DEM,C-0350,Greg Steube,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-18,house,FL,18,C-0351,Tiffanie Luong,DEM,C-0352,Scott Franklin,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-19,house,FL,19,C-0353,Howard Sapp,DEM,C-0354,Madison Cawthorn,REP,,,,,,,False,False,0.0,,,False,,REP,projected,presumptive,
FL-20,house,FL,20,C-0355,Elijah Manley,DEM,C-0356,Rodenay Joseph,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
FL-21,house,FL,21,C-0357,Adam Aarons,DEM,C-0358,Brian Mast,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-22,house,FL,22,C-0359,Pia Dandiya,DEM,C-0360,Michael Carbonara,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
FL-23,house,FL,23,C-0361,Lois Frankel,DEM,C-0362,Raven Harrison,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
FL-24,house,FL,24,C-0363,Shevrin Jones,DEM,C-0364,Patricia Gonzalez,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
FL-25,house,FL,25,C-0365,Jared Moskowitz,DEM,C-0366,Scott Singer,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
FL-26,house,FL,26,C-0367,Yurina Gil,DEM,C-0368,Mario Diaz-Balart,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-27,house,FL,27,C-0369,Richard Lamondin,DEM,C-0370,Maria Salazar,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
FL-28,house,FL,28,C-0371,Phil Ehr,DEM,C-0372,Carlos Gimenez,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
GA-01,house,GA,01,C-0373,Amanda Hollowell,DEM,C-0374,James Kingston,REP,,,,,,,False,False,0.0,,,False,,REP,confirmed,confirmed,
GA-02,house,GA,02,C-0375,Sanford Bishop,DEM,C-0376,Matt Day,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
GA-03,house,GA,03,C-0377,Maura Keller,DEM,C-0378,Brian Jack,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
GA-04,house,GA,04,C-0379,Henry Johnson,DEM,C-0380,Jim Duffie,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
GA-05,house,GA,05,C-0381,Nikema Williams,DEM,C-0382,Republican candidate (GA-05),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
GA-06,house,GA,06,C-0383,Lucia McBath,DEM,C-0384,Kevin Martin,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
GA-07,house,GA,07,C-0385,Haiden Moburg,DEM,C-0386,Rich McCormick,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
GA-08,house,GA,08,C-0387,James Cooper,DEM,C-0388,Austin Scott,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
GA-09,house,GA,09,C-0389,Nicholas Alex,DEM,C-0390,Andrew Clyde,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
GA-10,house,GA,10,C-0391,Pamela DeLancy,DEM,C-0392,Houston Gaines,REP,,,,,,,False,False,0.0,,,False,,REP,confirmed,confirmed,
GA-11,house,GA,11,C-0393,Chris Harden,DEM,C-0394,John Cowan,REP,,,,,,,False,False,0.0,,,False,,REP,confirmed,confirmed,
GA-12,house,GA,12,C-0395,Ceretta Smith,DEM,C-0396,Rick Allen,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
GA-13,house,GA,13,C-0397,Jasmine Clark,DEM,C-0398,Jonathan Chavez,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
GA-14,house,GA,14,C-0399,Shawn Harris,DEM,C-0400,Clay Fuller,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
HI-01,house,HI,01,C-0401,Ed Case,DEM,C-0402,Maxwell Frazier,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
HI-02,house,HI,02,C-0403,Jill Tokuda,DEM,C-0404,Brenton Awa,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IA-01,house,IA,01,C-0405,Christina Bohannan,DEM,C-0406,Mariannette Miller-Meeks,REP,,,,,,,False,False,0.0,,,False,REP,REP,confirmed,confirmed,
IA-02,house,IA,02,C-0407,Lindsay James,DEM,C-0408,Joe Mitchell,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
IA-03,house,IA,03,C-0409,Sarah Trone Garriott,DEM,C-0410,Zach Nunn,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IA-04,house,IA,04,C-0411,Dave Dawson,DEM,C-0412,Chris McGowan,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
ID-01,house,ID,01,C-0413,Kaylee Peterson,DEM,C-0414,Russ Fulcher,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
ID-02,house,ID,02,C-0415,Elinor Gilbreath,DEM,C-0416,Mike Simpson,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IL-01,house,IL,01,C-0417,Jonathan Jackson,DEM,C-0418,Christian Maxwell,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-02,house,IL,02,C-0419,Donna Miller,DEM,C-0420,Calvin Coleman,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
IL-03,house,IL,03,C-0421,Delia Ramirez,DEM,C-0422,Angel Oakley,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-04,house,IL,04,C-0423,Patty Garcia,DEM,C-0424,Lupe Castillo,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
IL-05,house,IL,05,C-0425,Mike Quigley,DEM,C-0426,Tom Hanson,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-06,house,IL,06,C-0427,Sean Casten,DEM,C-0428,Niki Conforti,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-07,house,IL,07,C-0429,La Shawn Ford,DEM,C-0430,Chad Koppie,REP,,,,,,,False,False,0.0,,,False,,DEM,confirmed,confirmed,
IL-08,house,IL,08,C-0431,Melissa Bean,DEM,C-0432,Jennifer Davis,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
IL-09,house,IL,09,C-0433,Daniel Biss,DEM,C-0434,John Elleson,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
IL-10,house,IL,10,C-0435,Bradley Schneider,DEM,C-0436,Republican candidate (IL-10),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-11,house,IL,11,C-0437,Bill Foster,DEM,C-0438,Jeffrey Walter,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-12,house,IL,12,C-0439,Julie Fortier,DEM,C-0440,Mike Bost,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IL-13,house,IL,13,C-0441,Nikki Budzinski,DEM,C-0442,Jeff Wilson,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-14,house,IL,14,C-0443,Lauren Underwood,DEM,C-0444,James Marter,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IL-15,house,IL,15,C-0445,Jennifer Todd,DEM,C-0446,Mary Miller,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IL-16,house,IL,16,C-0447,Paul Nolley,DEM,C-0448,Darin LaHood,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IL-17,house,IL,17,C-0449,Eric Sorensen,DEM,C-0450,Dillan Vancil,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IN-01,house,IN,01,C-0451,Frank Mrvan,DEM,C-0452,Barb Regnitz,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IN-02,house,IN,02,C-0453,Jamee Decio,DEM,C-0454,Rudy Yakym,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IN-03,house,IN,03,C-0455,Kelly Thompson,DEM,C-0456,Marlin Stutzman,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
IN-04,house,IN,04,C-0457,Joseph MacKey,DEM,C-0458,Jim Baird,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IN-05,house,IN,05,C-0459,James Ford,DEM,C-0460,Victoria Spartz,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IN-06,house,IN,06,C-0461,Cynthia Wirth,DEM,C-0462,Jefferson Shreve,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IN-07,house,IN,07,C-0463,Andre Carson,DEM,C-0464,Felipe Rios,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
IN-08,house,IN,08,C-0465,Mary Allen,DEM,C-0466,Mark Messmer,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
IN-09,house,IN,09,C-0467,James Graham,DEM,C-0468,Erin Houchin,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KS-01,house,KS,01,C-0469,Kenneth McRoberts,DEM,C-0470,Tracey Mann,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KS-02,house,KS,02,C-0471,Don Coover,DEM,C-0472,Derek Schmidt,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KS-03,house,KS,03,C-0473,Sharice Davids,DEM,C-0474,Chase LaPorte,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
KS-04,house,KS,04,C-0475,Chris Carmichael,DEM,C-0476,Ron Estes,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KY-01,house,KY,01,C-0477,Drew Williams,DEM,C-0478,James Comer,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KY-02,house,KY,02,C-0479,Megan Wingfield,DEM,C-0480,Brett Guthrie,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KY-03,house,KY,03,C-0481,Morgan McGarvey,DEM,C-0482,Maria Rodriguez,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
KY-04,house,KY,04,C-0483,Melissa Strange,DEM,C-0484,Ed Gallrein,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
KY-05,house,KY,05,C-0485,Ned Pillersdorf,DEM,C-0486,Harold Rogers,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
KY-06,house,KY,06,C-0487,Zach Dembo,DEM,C-0488,Ralph Alvarado,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
LA-01,house,LA,01,C-0489,Lauren Jewett,DEM,C-0490,Steve Scalise,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
LA-02,house,LA,02,C-0491,Troy Carter,DEM,C-0492,Republican candidate (LA-02),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
LA-03,house,LA,03,C-0493,Tia Lebrun,DEM,C-0494,Clay Higgins,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
LA-04,house,LA,04,C-0495,Matthew Gromlich,DEM,C-0496,Mike Johnson,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
LA-05,house,LA,05,C-0497,Dan McKay,DEM,C-0498,Blake Miguez,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
LA-06,house,LA,06,C-0499,Cleo Fields,DEM,C-0500,Peter Williams,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-01,house,MA,01,C-0501,Richard Neal,DEM,C-0502,Republican candidate (MA-01),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-02,house,MA,02,C-0503,Jim McGovern,DEM,C-0504,Republican candidate (MA-02),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-03,house,MA,03,C-0505,Lori Trahan,DEM,C-0506,Gary Grossi,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-04,house,MA,04,C-0507,Jake Auchincloss,DEM,C-0508,Republican candidate (MA-04),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-05,house,MA,05,C-0509,Katherine Clark,DEM,C-0510,Republican candidate (MA-05),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-06,house,MA,06,C-0511,Daniel Koh,DEM,C-0512,John Field,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
MA-07,house,MA,07,C-0513,Ayanna Pressley,DEM,C-0514,Republican candidate (MA-07),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-08,house,MA,08,C-0515,Stephen Lynch,DEM,C-0516,Gavin Solomon,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MA-09,house,MA,09,C-0517,Bill Keating,DEM,C-0518,Robert MacAllister,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MD-01,house,MD,01,C-0519,Daniel Schwartz,DEM,C-0520,Andy Harris,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MD-02,house,MD,02,C-0521,John Olszewski,DEM,C-0522,David Wallace,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MD-03,house,MD,03,C-0523,Sarah Elfreth,DEM,C-0524,Penny Kennedy,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MD-04,house,MD,04,C-0525,Glenn Ivey,DEM,C-0526,Republican candidate (MD-04),REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
MD-05,house,MD,05,C-0527,Adrian Boafo,DEM,C-0528,Chris Chaffee,REP,,,,,,,False,False,0.0,,,False,,DEM,confirmed,confirmed,
MD-06,house,MD,06,C-0529,April Delaney,DEM,C-0530,Robin Ficker,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MD-07,house,MD,07,C-0531,Kweisi Mfume,DEM,C-0532,Republican candidate (MD-07),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MD-08,house,MD,08,C-0533,Jamie Raskin,DEM,C-0534,Cheryl Riley,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
ME-01,house,ME,01,C-0535,Chellie Pingree,DEM,C-0536,Ronald Russell,REP,,,,,,,True,False,0.0,,,False,DEM,DEM,confirmed,confirmed,
ME-02,house,ME,02,C-0537,Matthew Dunlap,DEM,C-0538,Paul LePage,REP,,,,,,,True,False,0.0,,,False,,DEM,projected,confirmed,
MI-01,house,MI,01,C-0539,Callie Barr,DEM,C-0540,John Bergman,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MI-02,house,MI,02,C-0541,Benjamin Ambrose,DEM,C-0542,John Moolenaar,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MI-03,house,MI,03,C-0543,Hillary Scholten,DEM,C-0544,Allen Fiorletta,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MI-04,house,MI,04,C-0545,Sean McCann,DEM,C-0546,Bill Huizenga,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MI-05,house,MI,05,C-0547,Christian Vukasovich,DEM,C-0548,Timothy Walberg,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MI-06,house,MI,06,C-0549,Debbie Dingell,DEM,C-0550,Republican candidate (MI-06),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MI-07,house,MI,07,C-0551,Bridget Brink,DEM,C-0552,Tom Barrett,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MI-08,house,MI,08,C-0553,Kristen McDonald Rivet,DEM,C-0554,Amir Hassan,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,confirmed,projected,
MI-09,house,MI,09,C-0555,Steven Pooley,DEM,C-0556,Lisa McClain,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MI-10,house,MI,10,C-0557,Eric Chung,DEM,C-0558,Robert Lulgjuraj,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
MI-11,house,MI,11,C-0559,Jeremy Moss,DEM,C-0560,Mike Steger,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
MI-12,house,MI,12,C-0561,Rashida Tlaib,DEM,C-0562,Republican candidate (MI-12),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MI-13,house,MI,13,C-0563,Shri Thanedar,DEM,C-0564,Andrew Lorenz,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MN-01,house,MN,01,C-0565,Jacob Johnson,DEM,C-0566,Brad Finstad,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MN-02,house,MN,02,C-0567,Matt Little,DEM,C-0568,Tyler Kistner,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
MN-03,house,MN,03,C-0569,Kelly Morrison,DEM,C-0570,Tyler Bass,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MN-04,house,MN,04,C-0571,Betty McCollum,DEM,C-0572,Paul Wikstrom,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MN-05,house,MN,05,C-0573,Ilhan Omar,DEM,C-0574,Dalia Al-Aqidi,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MN-06,house,MN,06,C-0575,Democratic candidate (MN-06),DEM,C-0576,Tom Emmer,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MN-07,house,MN,07,C-0577,Democratic candidate (MN-07),DEM,C-0578,Michelle Fischbach,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MN-08,house,MN,08,C-0579,Democratic candidate (MN-08),DEM,C-0580,Peter Stauber,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MO-01,house,MO,01,C-0581,Wesley Bell,DEM,C-0582,Republican candidate (MO-01),REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MO-02,house,MO,02,C-0583,Frederick Wellman,DEM,C-0584,Ann Wagner,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MO-03,house,MO,03,C-0585,Bethany Mann,DEM,C-0586,Bob Onder,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MO-04,house,MO,04,C-0587,Hartzell Gray,DEM,C-0588,Mark Alford,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MO-05,house,MO,05,C-0589,Emanuel Cleaver,DEM,C-0590,Bradley Patty,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MO-06,house,MO,06,C-0591,Matthew Levine,DEM,C-0592,Chris Stigall,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,presumptive,
MO-07,house,MO,07,C-0593,Missi Hesketh,DEM,C-0594,Eric Burlison,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MO-08,house,MO,08,C-0595,Clayton Harbison,DEM,C-0596,Jason Smith,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MS-01,house,MS,01,C-0597,Cliff Johnson,DEM,C-0598,Trent Kelly,REP,,,,,,,False,False,0.0,,,False,REP,REP,confirmed,confirmed,
MS-02,house,MS,02,C-0599,Bennie Thompson,DEM,C-0600,Ron Eller,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
MS-03,house,MS,03,C-0601,Michael Chiaradio,DEM,C-0602,Mike Guest,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
MS-04,house,MS,04,C-0603,Jeffrey Hulum,DEM,C-0604,Mike Ezell,REP,,,,,,,False,False,0.0,,,False,REP,REP,confirmed,confirmed,
MT-01,house,MT,01,C-0605,Sam Forstag,DEM,C-0606,Aaron Flint,REP,,,,,,,False,False,0.0,,,False,,REP,projected,projected,
MT-02,house,MT,02,C-0607,Brian Miller,DEM,C-0608,Troy Downing,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-01,house,NC,01,C-0609,Don Davis,DEM,C-0610,Laurie Buckhout,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NC-02,house,NC,02,C-0611,Deborah Ross,DEM,C-0612,Eugene Douglass,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NC-03,house,NC,03,C-0613,Raymond Smith,DEM,C-0614,Greg Murphy,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-04,house,NC,04,C-0615,Valerie Foushee,DEM,C-0616,Mahesh Ganorkar,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NC-05,house,NC,05,C-0617,Chuck Hubbard,DEM,C-0618,Virginia Foxx,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-06,house,NC,06,C-0619,Cyril Jefferson,DEM,C-0620,Addison McDowell,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-07,house,NC,07,C-0621,Kimberly Hardy,DEM,C-0622,David Rouzer,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-08,house,NC,08,C-0623,Colby Watson,DEM,C-0624,Mark Harris,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-09,house,NC,09,C-0625,Richard Ojeda,DEM,C-0626,Richard Hudson,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-10,house,NC,10,C-0627,Ashley Bell,DEM,C-0628,Pat Harrigan,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-11,house,NC,11,C-0629,Jamie Ager,DEM,C-0630,Chuck Edwards,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-12,house,NC,12,C-0631,Alma Adams,DEM,C-0632,John Codiga,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NC-13,house,NC,13,C-0633,Paul Barringer,DEM,C-0634,Brad Knott,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NC-14,house,NC,14,C-0635,Lakesha Womack,DEM,C-0636,Tim Moore,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
ND-01,house,ND,01,C-0637,Trygve Hammer,DEM,C-0638,Julie Fedorchak,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NE-01,house,NE,01,C-0639,Christopher Backemeyer,DEM,C-0640,Mike Flood,REP,C-1015,Austin Ahlman,IND,DEM,,,False,True,0.4,,,False,REP,REP,projected,projected,confirmed
NE-02,house,NE,02,C-0641,Denise Powell,DEM,C-0642,Brinker Harding,REP,,,,,,,False,False,0.0,,,False,REP,REP,confirmed,confirmed,
NE-03,house,NE,03,C-0643,Becky Stille,DEM,C-0644,Adrian Smith,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NH-01,house,NH,01,C-0645,Stefany Shaheen,DEM,C-0646,Anthony Dilorenzo,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
NH-02,house,NH,02,C-0647,Maggie Goodlander,DEM,C-0648,Lily Williams,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-01,house,NJ,01,C-0649,Donald Norcross,DEM,C-0650,Damon Galdo,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-02,house,NJ,02,C-0651,Zack Mullock,DEM,C-0652,Jeff Van Drew,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NJ-03,house,NJ,03,C-0653,Herb Conaway,DEM,C-0654,Michael McGuire,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-04,house,NJ,04,C-0655,Rachel Peace,DEM,C-0656,Chris Smith,REP,,,,,,,False,False,0.0,,,False,REP,REP,projected,projected,
NJ-05,house,NJ,05,C-0657,Josh Gottheimer,DEM,C-0658,Sean Kirrane,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-06,house,NJ,06,C-0659,Frank Pallone,DEM,C-0660,Hillary Herzig,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-07,house,NJ,07,C-0661,Rebecca Bennett,DEM,C-0662,Tom Kean Jr.,REP,,,,,,,False,False,0.0,,,False,REP,REP,confirmed,confirmed,
NJ-08,house,NJ,08,C-0663,Rob Menendez,DEM,C-0664,Republican candidate (NJ-08),REP,,,,,,,False,False,0.0,,,False,,DEM,confirmed,projected,
NJ-09,house,NJ,09,C-0665,Nelida Pou,DEM,C-0666,Rosemary Pino,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-10,house,NJ,10,C-0667,Lamonica McIver,DEM,C-0668,Carmen Bucco,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NJ-11,house,NJ,11,C-0669,Analilia Mejia,DEM,C-0670,Joe Hathaway,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
NJ-12,house,NJ,12,C-0671,Adam Hamawy,DEM,C-0672,Gregg Mele,REP,,,,,,,False,False,0.0,,,False,,DEM,projected,projected,
NM-01,house,NM,01,C-0673,Melanie Stansbury,DEM,C-0674,Ndidiamaka Okpareke,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NM-02,house,NM,02,C-0675,Gabriel Vasquez,DEM,C-0676,Greg Cunningham,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NM-03,house,NM,03,C-0677,Teresa Leger Fernandez,DEM,C-0678,Martin Zamora,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NV-01,house,NV,01,C-0679,Dina Titus,DEM,C-0680,Carrie Buck,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
NV-02,house,NV,02,C-0681,Teresa Benitez-Thompson,DEM,C-0682,David Flippo,REP,,,,,,,False,False,0.0,,,False,,REP,confirmed,confirmed,
NV-03,house,NV,03,C-0683,Susie Lee,DEM,C-0684,Marty O'Donnell,REP,,,,,,,False,False,0.0,,,False,DEM,DEM,projected,projected,
