race_code,slot,name,wiki_title,description,image_url,page_url
CT-05,dem,Jahana Hayes,Jahana Hayes,American educator and politician (born 1973),https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Jahana_Hayes%2C_official_portrait%2C_116th_Congress.jpg/330px-Jahana_Hayes%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Jahana_Hayes
DE-01,dem,Sarah McBride,Sarah McBride,American politician and activist (born 1990),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Representative_Sarah_McBride_Official_Portrait.jpg/330px-Representative_Sarah_McBride_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Sarah_McBride
FL-01,rep,Jimmy Patronis,Jimmy Patronis,American politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Jimmy_Patronis%2C_official_portrait_%28119th_Congress%29.jpg/330px-Jimmy_Patronis%2C_official_portrait_%28119th_Congress%29.jpg,https://en.wikipedia.org/wiki/Jimmy_Patronis
FL-03,rep,Kat Cammack,Kat Cammack,American politician (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Rep._Kat_Cammack_official_photo%2C_117th_Congress_%283x4_cropped%29.jpg/330px-Rep._Kat_Cammack_official_photo%2C_117th_Congress_%283x4_cropped%29.jpg,https://en.wikipedia.org/wiki/Kat_Cammack
FL-04,rep,Aaron Bean,Aaron Bean,American politician (born 1967),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Rep._Aaron_Bean_official_photo%2C_118th_Congress.jpg/330px-Rep._Aaron_Bean_official_photo%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Aaron_Bean
FL-05,rep,John Rutherford,John Rutherford (Florida politician),American politician (born 1952),https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Rutherford_John_119th_Congress_%28cropped%29.jpg/330px-Rutherford_John_119th_Congress_%28cropped%29.jpg,https://en.wikipedia.org/wiki/John_Rutherford_(Florida_politician)
FL-06,rep,Randy Fine,Randy Fine,American politician (born 1974),https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rep._Randy_Fine%2C_official_portrait%2C_2026_%28full_body_crop%29.jpg/330px-Rep._Randy_Fine%2C_official_portrait%2C_2026_%28full_body_crop%29.jpg,https://en.wikipedia.org/wiki/Randy_Fine
FL-07,rep,Cory Mills,Cory Mills,American businessman and politician (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Representative_Cory_Mills_Cropped_Portrait.jpg/330px-Representative_Cory_Mills_Cropped_Portrait.jpg,https://en.wikipedia.org/wiki/Cory_Mills
FL-08,rep,Mike Haridopolos,Mike Haridopolos,American politician (born 1970),https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Haridopolos_Mike_119th_Congress_%28crop2%29.jpg/330px-Haridopolos_Mike_119th_Congress_%28crop2%29.jpg,https://en.wikipedia.org/wiki/Mike_Haridopolos
FL-09,dem,Darren Soto,Darren Soto,American attorney & politician (born 1978),https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Darren_Soto_115th_Congress_photo.jpg/330px-Darren_Soto_115th_Congress_photo.jpg,https://en.wikipedia.org/wiki/Darren_Soto
FL-10,dem,Maxwell Frost,Maxwell Frost,American politician and activist (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Rep._Maxwell_Frost_-_119th_Congress.jpg/330px-Rep._Maxwell_Frost_-_119th_Congress.jpg,https://en.wikipedia.org/wiki/Maxwell_Frost
FL-11,rep,Carey Baker,Carey Baker,American politician,https://upload.wikimedia.org/wikipedia/commons/c/c2/Senator_Carey_Baker.jpg,https://en.wikipedia.org/wiki/Carey_Baker
FL-12,rep,Gus Bilirakis,Gus Bilirakis,American politician & lawyer (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Gus_Bilirakis%2C_official_portrait%2C_118th_Congress_%28cropped%29.jpg/330px-Gus_Bilirakis%2C_official_portrait%2C_118th_Congress_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Gus_Bilirakis
FL-13,rep,Anna Paulina Luna,Anna Paulina Luna,American politician (born 1989),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Anna_Paulina_Luna.jpg/330px-Anna_Paulina_Luna.jpg,https://en.wikipedia.org/wiki/Anna_Paulina_Luna
FL-14,dem,Kathy Castor,Kathy Castor,American lawyer & politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Kathy_Castor.jpg/330px-Kathy_Castor.jpg,https://en.wikipedia.org/wiki/Kathy_Castor
FL-15,rep,Laurel Lee,Laurel Lee,American judge and politician (born 1974),https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Laurel_Lee_118thCong.jpeg/330px-Laurel_Lee_118thCong.jpeg,https://en.wikipedia.org/wiki/Laurel_Lee
FL-16,rep,Sydney Gruters,Joe Gruters,American politician (born 1977),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Florida_State_Senator_Joe_Gruters_%28cropped%29.png/330px-Florida_State_Senator_Joe_Gruters_%28cropped%29.png,https://en.wikipedia.org/wiki/Joe_Gruters
FL-17,rep,Greg Steube,Greg Steube,American politician (born 1978),https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Greg_Steube_117th_Congress.jpeg/330px-Greg_Steube_117th_Congress.jpeg,https://en.wikipedia.org/wiki/Greg_Steube
FL-18,rep,Scott Franklin,Scott Franklin (politician),American politician (born 1964),https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Scott_Franklin%2C_117th_Congress_portrait.jpg/330px-Scott_Franklin%2C_117th_Congress_portrait.jpg,https://en.wikipedia.org/wiki/Scott_Franklin_(politician)
FL-21,rep,Brian Mast,Brian Mast,American politician (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Brian_Mast_official_115th_Congress_photo.jpg/330px-Brian_Mast_official_115th_Congress_photo.jpg,https://en.wikipedia.org/wiki/Brian_Mast
FL-23,dem,Lois Frankel,Lois Frankel,American politician and lawyer (born 1948),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Lois_Frankel_118th_Congress.jpeg/330px-Lois_Frankel_118th_Congress.jpeg,https://en.wikipedia.org/wiki/Lois_Frankel
FL-24,dem,Shevrin Jones,Shevrin Jones,American educator and politician (born 1983),https://upload.wikimedia.org/wikipedia/commons/1/16/Shevrin_Jones.jpg,https://en.wikipedia.org/wiki/Shevrin_Jones
FL-25,dem,Jared Moskowitz,Jared Moskowitz,American politician (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/JEM_New_Headshot_2.jpg/330px-JEM_New_Headshot_2.jpg,https://en.wikipedia.org/wiki/Jared_Moskowitz
GA-02,dem,Sanford Bishop,Sanford Bishop,American politician (born 1947),https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Official_photo_of_Sen._Sanford_Bishop.jpg/330px-Official_photo_of_Sen._Sanford_Bishop.jpg,https://en.wikipedia.org/wiki/Sanford_Bishop
GA-03,rep,Brian Jack,Brian Jack,American politician (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Jack_Brian_119th_Congress_%28cropped%29.jpg/330px-Jack_Brian_119th_Congress_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Brian_Jack
GA-05,dem,Nikema Williams,Nikema Williams,American politician (born 1978),https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Rep._Nikema_Williams_official_photo%2C_117th_Congress.jpg/330px-Rep._Nikema_Williams_official_photo%2C_117th_Congress.jpg,https://en.wikipedia.org/wiki/Nikema_Williams
GA-06,dem,Lucia McBath,Lucy McBath,American politician (born 1960),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Lucy_McBath%2C_official_portrait%2C_116th_Congress.jpg/330px-Lucy_McBath%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Lucy_McBath
GA-07,rep,Rich McCormick,Rich McCormick,American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Rep._Rich_McCormick_official_photo%2C_118th_Congress_%281%29.jpg/330px-Rep._Rich_McCormick_official_photo%2C_118th_Congress_%281%29.jpg,https://en.wikipedia.org/wiki/Rich_McCormick
GA-08,rep,Austin Scott,Austin Scott,American politician (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Austin_Scott_2021-22.jpg/330px-Austin_Scott_2021-22.jpg,https://en.wikipedia.org/wiki/Austin_Scott
GA-09,rep,Andrew Clyde,Andrew Clyde,American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Rep._Andrew_Clyde_official_photo.jpg/330px-Rep._Andrew_Clyde_official_photo.jpg,https://en.wikipedia.org/wiki/Andrew_Clyde
GA-10,rep,Houston Gaines,Houston Gaines,American politician from Georgia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Official_headshot_of_Houston_Gaines.jpg/330px-Official_headshot_of_Houston_Gaines.jpg,https://en.wikipedia.org/wiki/Houston_Gaines
GA-12,rep,Rick Allen,Rick Allen (politician),American politician (born 1951),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rick_Allen_Official_Photo%2C_114th_Congress.jpg/330px-Rick_Allen_Official_Photo%2C_114th_Congress.jpg,https://en.wikipedia.org/wiki/Rick_Allen_(politician)
GA-13,dem,Jasmine Clark,Jasmine Clark,American scientist and politician (born 1982),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Member_of_the_Georgia_House_of_Representatives_Jasmine_Michelle_Clark.jpg/330px-Member_of_the_Georgia_House_of_Representatives_Jasmine_Michelle_Clark.jpg,https://en.wikipedia.org/wiki/Jasmine_Clark
GA-14,rep,Clay Fuller,Clay Fuller,American politician (born 1981),https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Clay_Fuller%2C_official_portrait_%28119th_Congress%29.jpg/330px-Clay_Fuller%2C_official_portrait_%28119th_Congress%29.jpg,https://en.wikipedia.org/wiki/Clay_Fuller
HI-01,dem,Ed Case,Ed Case,American lawyer & politician (born 1952),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Ed_Case%2C_official_portrait%2C_119th_Congress.jpg/330px-Ed_Case%2C_official_portrait%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Ed_Case
HI-02,dem,Jill Tokuda,Jill Tokuda,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Rep._Jill_Tokuda_official_photo%2C_118th_Congress_%281%29.jpg/330px-Rep._Jill_Tokuda_official_photo%2C_118th_Congress_%281%29.jpg,https://en.wikipedia.org/wiki/Jill_Tokuda
HI-02,rep,Brenton Awa,Brenton Awa,American politician,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Senator_Awa_Visits_Marine_Corps_Base_Hawaii_%288%29_%28cropped%29.jpg/330px-Senator_Awa_Visits_Marine_Corps_Base_Hawaii_%288%29_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Brenton_Awa
IA-01,dem,Christina Bohannan,Christina Bohannan,"American politician, legal scholar and engineer (born 1971)",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/ChristinaBohannan.jpg/330px-ChristinaBohannan.jpg,https://en.wikipedia.org/wiki/Christina_Bohannan
IA-01,rep,Mariannette Miller-Meeks,Mariannette Miller-Meeks,American physician & politician (born 1955),https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Mariannette_Miller-Meeks_117th_U.S_Congress.jpg/330px-Mariannette_Miller-Meeks_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Mariannette_Miller-Meeks
IA-02,dem,Lindsay James,Lindsay James (politician),American politician (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Member_of_the_Iowa_House_of_Representatives_Lindsay_James.jpg/330px-Member_of_the_Iowa_House_of_Representatives_Lindsay_James.jpg,https://en.wikipedia.org/wiki/Lindsay_James_(politician)
IA-02,rep,Joe Mitchell,Joe Mitchell (politician),American politician,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Joe_Mitchell.jpg/330px-Joe_Mitchell.jpg,https://en.wikipedia.org/wiki/Joe_Mitchell_(politician)
IA-03,dem,Sarah Trone Garriott,Sarah Trone Garriott,Iowa politician,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Sarah_Trone_Garriott_2023_%28cropped_2%29.jpg/330px-Sarah_Trone_Garriott_2023_%28cropped_2%29.jpg,https://en.wikipedia.org/wiki/Sarah_Trone_Garriott
IA-03,rep,Zach Nunn,Zach Nunn,American politician (born 1979),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Rep._Zach_Nunn_official_photo%2C_118th_Congress_%283x4%29.jpg/330px-Rep._Zach_Nunn_official_photo%2C_118th_Congress_%283x4%29.jpg,https://en.wikipedia.org/wiki/Zach_Nunn
ID-01,rep,Russ Fulcher,Russ Fulcher,American businessman & politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Russ_Fulcher%2C_official_portrait%2C_116th_Congress.jpg/330px-Russ_Fulcher%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Russ_Fulcher
ID-02,rep,Mike Simpson,Mike Simpson,American politician (born 1950),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Mike_simpson_official_portrait.jpg/330px-Mike_simpson_official_portrait.jpg,https://en.wikipedia.org/wiki/Mike_Simpson
IL-01,dem,Jonathan Jackson,Jonathan Jackson (Illinois politician),American activist and politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rep._Jonathan_Jackson_official_portrait%2C_118th_Congress.jpg/330px-Rep._Jonathan_Jackson_official_portrait%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Jonathan_Jackson_(Illinois_politician)
IL-02,dem,Donna Miller,Donna Miller,American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Cook_County_Commissioner_Donna_Miller_at_May_Day_2025.jpg/330px-Cook_County_Commissioner_Donna_Miller_at_May_Day_2025.jpg,https://en.wikipedia.org/wiki/Donna_Miller
IL-03,dem,Delia Ramirez,Delia Ramirez,American politician (born 1983),https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Delia_Ramirez%2C_official_portrait_2025.jpg/330px-Delia_Ramirez%2C_official_portrait_2025.jpg,https://en.wikipedia.org/wiki/Delia_Ramirez
IL-05,dem,Mike Quigley,Mike Quigley,American politician (born 1958),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Mike_Quigley_2023_Portrait.jpg/330px-Mike_Quigley_2023_Portrait.jpg,https://en.wikipedia.org/wiki/Mike_Quigley
IL-06,dem,Sean Casten,Sean Casten,American politician (born 1971),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Sean_Casten_Headshot_117th_Congress.jpeg/330px-Sean_Casten_Headshot_117th_Congress.jpeg,https://en.wikipedia.org/wiki/Sean_Casten
IL-07,dem,La Shawn Ford,La Shawn Ford,American politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/La_Shawn_K._Ford_on_11_December_2023_-_8_%28cropped%29.jpg/330px-La_Shawn_K._Ford_on_11_December_2023_-_8_%28cropped%29.jpg,https://en.wikipedia.org/wiki/La_Shawn_Ford
IL-08,dem,Melissa Bean,Melissa Bean,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Melissa_Bean_Official.jpg/330px-Melissa_Bean_Official.jpg,https://en.wikipedia.org/wiki/Melissa_Bean
IL-09,dem,Daniel Biss,Daniel Biss,American mathematician and politician (born 1977),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Biss_2026.jpg/330px-Biss_2026.jpg,https://en.wikipedia.org/wiki/Daniel_Biss
IL-10,dem,Bradley Schneider,Brad Schneider,American politician (born 1961),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Brad_Schneider_Official_Portrait_2025.jpg/330px-Brad_Schneider_Official_Portrait_2025.jpg,https://en.wikipedia.org/wiki/Brad_Schneider
IL-11,dem,Bill Foster,Bill Foster (politician),American politician (born 1955),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Bill_Foster_119th_Congress.jpg/330px-Bill_Foster_119th_Congress.jpg,https://en.wikipedia.org/wiki/Bill_Foster_(politician)
IL-12,rep,Mike Bost,Mike Bost,American politician (born 1960),https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Mike_Bost_117th_Congress.jpg/330px-Mike_Bost_117th_Congress.jpg,https://en.wikipedia.org/wiki/Mike_Bost
IL-13,dem,Nikki Budzinski,Nikki Budzinski,American politician (born 1977),https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Rep_Nikki_Budzinski%2C_119th_Congress.jpg/330px-Rep_Nikki_Budzinski%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Nikki_Budzinski
IL-14,dem,Lauren Underwood,Lauren Underwood,American politician (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Lauren_Underwood_official_portrait.jpg/330px-Lauren_Underwood_official_portrait.jpg,https://en.wikipedia.org/wiki/Lauren_Underwood
IL-15,rep,Mary Miller,Mary Miller (politician),American politician (born 1959),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Mary_Miller_117th_U.S_Congress.jpg/330px-Mary_Miller_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Mary_Miller_(politician)
IL-16,rep,Darin LaHood,Darin LaHood,American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Darin_LaHood_official_photo.jpg/330px-Darin_LaHood_official_photo.jpg,https://en.wikipedia.org/wiki/Darin_LaHood
IL-17,dem,Eric Sorensen,Eric Sorensen (politician),American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Sorensen_House_Photo.jpg/330px-Sorensen_House_Photo.jpg,https://en.wikipedia.org/wiki/Eric_Sorensen_(politician)
IN-01,dem,Frank Mrvan,Frank J. Mrvan,American mortgage broker & politician (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Frank_Mrvan_117th_U.S_Congress.jpg/330px-Frank_Mrvan_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Frank_J._Mrvan
IN-02,rep,Rudy Yakym,Rudy Yakym,American politician (born 1984),https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Rep._Rudy_Yakym_official_photo%2C_118th_Congress.jpg/330px-Rep._Rudy_Yakym_official_photo%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Rudy_Yakym
IN-03,rep,Marlin Stutzman,Marlin Stutzman,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Marlin_Stutzman%2C_official_portrait_%28119th_Congress%29.jpg/330px-Marlin_Stutzman%2C_official_portrait_%28119th_Congress%29.jpg,https://en.wikipedia.org/wiki/Marlin_Stutzman
IN-04,rep,Jim Baird,Jim Baird (politician),American politician (born 1945),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Rep._Jim_Baird_official_photo%2C_116th_congress.jpg/330px-Rep._Jim_Baird_official_photo%2C_116th_congress.jpg,https://en.wikipedia.org/wiki/Jim_Baird_(politician)
IN-05,rep,Victoria Spartz,Victoria Spartz,Ukrainian-American politician (born 1978),https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Victoria_Spartz_117th_U.S_Congress.jpg/330px-Victoria_Spartz_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Victoria_Spartz
IN-06,rep,Jefferson Shreve,Jefferson Shreve,American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rep._Jefferson_Shreve_official_photo%2C_119th_Congress.jpg/330px-Rep._Jefferson_Shreve_official_photo%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Jefferson_Shreve
IN-07,dem,Andre Carson,André Carson,American politician (born 1974),https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Andre_Carson_116th_Congress.jpg/330px-Andre_Carson_116th_Congress.jpg,https://en.wikipedia.org/wiki/Andr%C3%A9_Carson
IN-08,rep,Mark Messmer,Mark Messmer,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Rep._Mark_Messmer_Official_Portrait.jpg/330px-Rep._Mark_Messmer_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Mark_Messmer
IN-09,rep,Erin Houchin,Erin Houchin,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Rep._Erin_Houchin_official_photo%2C_118th_Congress.jpg/330px-Rep._Erin_Houchin_official_photo%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Erin_Houchin
KS-01,rep,Tracey Mann,Tracey Mann,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Tracey_Mann_117th_U.S_Congress.jpg/330px-Tracey_Mann_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Tracey_Mann
KS-02,rep,Derek Schmidt,Derek Schmidt,American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Schmidt_Derek_119th_Congress_%28cropped2%29.jpg/330px-Schmidt_Derek_119th_Congress_%28cropped2%29.jpg,https://en.wikipedia.org/wiki/Derek_Schmidt
KS-03,dem,Sharice Davids,Sharice Davids,American politician and attorney (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sharice_Davids.jpg/330px-Sharice_Davids.jpg,https://en.wikipedia.org/wiki/Sharice_Davids
KS-04,rep,Ron Estes,Ron Estes,American politician (born 1956),https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Ron_Estes%2C_115th_official_photo.jpg/330px-Ron_Estes%2C_115th_official_photo.jpg,https://en.wikipedia.org/wiki/Ron_Estes
KY-01,rep,James Comer,James Comer,American politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/James_Comer_official_photo_%28cropped%29.jpg/330px-James_Comer_official_photo_%28cropped%29.jpg,https://en.wikipedia.org/wiki/James_Comer
KY-02,rep,Brett Guthrie,Brett Guthrie,American politician (born 1964),https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Brett_Guthrie%2C_Official_Photo.jpg/330px-Brett_Guthrie%2C_Official_Photo.jpg,https://en.wikipedia.org/wiki/Brett_Guthrie
KY-03,dem,Morgan McGarvey,Morgan McGarvey,American politician (born 1979),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Rep._Morgan_McGarvey_-_118th_Congress_%281%29.jpg/330px-Rep._Morgan_McGarvey_-_118th_Congress_%281%29.jpg,https://en.wikipedia.org/wiki/Morgan_McGarvey
KY-04,rep,Ed Gallrein,Ed Gallrein,American politician (born 1958),https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Ed_Gallrein.jpg/330px-Ed_Gallrein.jpg,https://en.wikipedia.org/wiki/Ed_Gallrein
KY-06,rep,Ralph Alvarado,Ralph Alvarado,American physician and politician,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ralph_Alvarado_by_Gage_Skidmore.jpg/330px-Ralph_Alvarado_by_Gage_Skidmore.jpg,https://en.wikipedia.org/wiki/Ralph_Alvarado
LA-01,rep,Steve Scalise,Steve Scalise,American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Steve_Scalise_116th_Congress_official_photo.jpg/330px-Steve_Scalise_116th_Congress_official_photo.jpg,https://en.wikipedia.org/wiki/Steve_Scalise
LA-02,dem,Troy Carter,Troy Carter (politician),American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rep._Troy_Carter_-_117th_Congress_Official_Portrait.jpg/330px-Rep._Troy_Carter_-_117th_Congress_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Troy_Carter_(politician)
LA-03,rep,Clay Higgins,Clay Higgins,American politician (born 1961),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Clay_Higgins_118th_Congress.jpg/330px-Clay_Higgins_118th_Congress.jpg,https://en.wikipedia.org/wiki/Clay_Higgins
LA-04,rep,Mike Johnson,Mike Johnson,American lawyer and politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Speaker_Mike_Johnson_Official_Portrait_%28cropped%29%28b%29.jpg/330px-Speaker_Mike_Johnson_Official_Portrait_%28cropped%29%28b%29.jpg,https://en.wikipedia.org/wiki/Mike_Johnson
LA-05,rep,Blake Miguez,Blake Miguez,American politician (born 1981),,https://en.wikipedia.org/wiki/Blake_Miguez
LA-06,dem,Cleo Fields,Cleo Fields,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Fields_Cleo_119th_Congress_%284x5_cropped%29.jpg/330px-Fields_Cleo_119th_Congress_%284x5_cropped%29.jpg,https://en.wikipedia.org/wiki/Cleo_Fields
MA-01,dem,Richard Neal,Richard Neal,American politician (born 1949),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Richard_Neal_official_photo_%28cropped%29.jpg/330px-Richard_Neal_official_photo_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Richard_Neal
MA-03,dem,Lori Trahan,Lori Trahan,American politician (born 1973),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Lori_Trahan%2C_official_portrait%2C_116th_Congress.jpg/330px-Lori_Trahan%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Lori_Trahan
MA-04,dem,Jake Auchincloss,Jake Auchincloss,American politician (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Rep._Jake_Auchincloss_218th_Congress_Portrait.jpg/330px-Rep._Jake_Auchincloss_218th_Congress_Portrait.jpg,https://en.wikipedia.org/wiki/Jake_Auchincloss
MA-05,dem,Katherine Clark,Katherine Clark,American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Katherine_Clark%2C_official_portrait%2C_118th_Congress_cropped%29.jpg/330px-Katherine_Clark%2C_official_portrait%2C_118th_Congress_cropped%29.jpg,https://en.wikipedia.org/wiki/Katherine_Clark
MA-07,dem,Ayanna Pressley,Ayanna Pressley,American politician (born 1974),https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Rep._Ayanna_Pressley%2C_117th_Congress.jpg/330px-Rep._Ayanna_Pressley%2C_117th_Congress.jpg,https://en.wikipedia.org/wiki/Ayanna_Pressley
MA-08,dem,Stephen Lynch,Stephen Lynch (politician),American politician (born 1955),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Stephen_Lynch_2019.jpg/330px-Stephen_Lynch_2019.jpg,https://en.wikipedia.org/wiki/Stephen_Lynch_(politician)
MA-09,dem,Bill Keating,Bill Keating,American politician (born 1952),https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Bill_Keating_portrait_%28118th_Congress%29.jpg/330px-Bill_Keating_portrait_%28118th_Congress%29.jpg,https://en.wikipedia.org/wiki/Bill_Keating
MD-01,rep,Andy Harris,Andy Harris (politician),American politician (born 1957),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Andy_Harris_115th_Congress_Higher_dif_%28cropped%29.jpg/330px-Andy_Harris_115th_Congress_Higher_dif_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Andy_Harris_(politician)
MD-02,dem,John Olszewski,Johnny Olszewski,American politician (born 1982),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Johnny_Olszewski_119th_congress.jpg/330px-Johnny_Olszewski_119th_congress.jpg,https://en.wikipedia.org/wiki/Johnny_Olszewski
MD-03,dem,Sarah Elfreth,Sarah Elfreth,American politician (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Representative_Sarah_Elfreth_Official_Portrait.jpg/330px-Representative_Sarah_Elfreth_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Sarah_Elfreth
