race_code,slot,name,wiki_title,description,image_url,page_url
VA-02,dem,Elaine Luria,Elaine Luria,American politician (born 1975),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Rep._Elaine_Luria_official_photo%2C_117th_Congress.jpg/330px-Rep._Elaine_Luria_official_photo%2C_117th_Congress.jpg,https://en.wikipedia.org/wiki/Elaine_Luria
VA-02,rep,Jen Kiggans,Jen Kiggans,American politician and nurse (born 1971),https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Kiggans_Jen_118th_Congress.jpg/330px-Kiggans_Jen_118th_Congress.jpg,https://en.wikipedia.org/wiki/Jen_Kiggans
VA-03,dem,Bobby Scott,Bobby Scott (politician),American politician and lawyer (born 1947),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/BobbyScott.jpg/330px-BobbyScott.jpg,https://en.wikipedia.org/wiki/Bobby_Scott_(politician)
VA-04,dem,Jennifer McClellan,Jennifer McClellan,American politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/U.S._Rep._Jennifer_McClellan_-_118th_Congress.jpg/330px-U.S._Rep._Jennifer_McClellan_-_118th_Congress.jpg,https://en.wikipedia.org/wiki/Jennifer_McClellan
VA-05,dem,Thomas Perriello,Tom Perriello,"American attorney, diplomat, and politician (born 1974)",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Official_portrait_of_Thomas_Perriello%2C_U.S._Special_Envoy_for_Sudan.jpg/330px-Official_portrait_of_Thomas_Perriello%2C_U.S._Special_Envoy_for_Sudan.jpg,https://en.wikipedia.org/wiki/Tom_Perriello
VA-05,rep,John McGuire,John McGuire (Virginia politician),American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/John_McGuire_119th_Congress.jpg/330px-John_McGuire_119th_Congress.jpg,https://en.wikipedia.org/wiki/John_McGuire_(Virginia_politician)
VA-06,rep,Ben Cline,Ben Cline,American politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Rep_Ben_Cline_Official_Photo_119th_Congress.jpg/330px-Rep_Ben_Cline_Official_Photo_119th_Congress.jpg,https://en.wikipedia.org/wiki/Ben_Cline
VA-07,dem,Yevgeny Vindman,Eugene Vindman,American military officer and politician (born 1975),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Representative_Eugene_Vindman_Official_Portrait.jpg/330px-Representative_Eugene_Vindman_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Eugene_Vindman
VA-07,rep,Tara Durant,Tara Durant,American politician from Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Tara_Durant_at_Veterans_Bill_Signing%2C_Stafford_-_9-9-22_-_014_%28cropped%29.jpg/330px-Tara_Durant_at_Veterans_Bill_Signing%2C_Stafford_-_9-9-22_-_014_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Tara_Durant
VA-08,dem,Don Beyer,Don Beyer,American politician and diplomat (born 1950),https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rep._Don_Beyer%2C_official_portrait_%28118th_Congress%29.jpg/330px-Rep._Don_Beyer%2C_official_portrait_%28118th_Congress%29.jpg,https://en.wikipedia.org/wiki/Don_Beyer
VA-09,rep,Morgan Griffith,Morgan Griffith,American politician (born 1958),https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/H._Morgan_Griffith_119th_Congress.jpg/330px-H._Morgan_Griffith_119th_Congress.jpg,https://en.wikipedia.org/wiki/Morgan_Griffith
VA-10,dem,Suhas Subramanyam,Suhas Subramanyam,American politician (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Subramayam_Suhas_119th_Congress_2.jpg/330px-Subramayam_Suhas_119th_Congress_2.jpg,https://en.wikipedia.org/wiki/Suhas_Subramanyam
VA-11,dem,James Walkinshaw,James Walkinshaw,American politician (born 1982),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Congressman_Walkinshaw_Official_Portrait.jpg/330px-Congressman_Walkinshaw_Official_Portrait.jpg,https://en.wikipedia.org/wiki/James_Walkinshaw
VT-01,dem,Rebecca Balint,Becca Balint,American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Rep._Becca_Balint_-_118th_Congress.jpg/330px-Rep._Becca_Balint_-_118th_Congress.jpg,https://en.wikipedia.org/wiki/Becca_Balint
WA-02,dem,Rick Larsen,Rick Larsen,American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Rick_Larsen_116th_Congress_official_photo.jpg/330px-Rick_Larsen_116th_Congress_official_photo.jpg,https://en.wikipedia.org/wiki/Rick_Larsen
WA-03,dem,Marie Gluesenkamp Perez,Marie Gluesenkamp Perez,American politician (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Rep._Marie_Gluesenkamp_Perez_-_118th_Congress.jpg/330px-Rep._Marie_Gluesenkamp_Perez_-_118th_Congress.jpg,https://en.wikipedia.org/wiki/Marie_Gluesenkamp_Perez
WA-03,rep,John Braun,John Braun,American politician from Washington,https://upload.wikimedia.org/wikipedia/commons/f/fd/JohnBraun.png,https://en.wikipedia.org/wiki/John_Braun
WA-05,rep,Michael Baumgartner,Michael Baumgartner,American politician (born 1975),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Congressman_Michael_Baumgartner_%28cropped%29.png/330px-Congressman_Michael_Baumgartner_%28cropped%29.png,https://en.wikipedia.org/wiki/Michael_Baumgartner
WA-06,dem,Emily Randall,Emily Randall,American politician (born 1985),https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Randall_Emily_119th_Congress.jpg/330px-Randall_Emily_119th_Congress.jpg,https://en.wikipedia.org/wiki/Emily_Randall
WA-07,dem,Pramila Jayapal,Pramila Jayapal,American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Pramila_Jayapal%2C_official_portrait%2C_116th_Congress.jpg/330px-Pramila_Jayapal%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Pramila_Jayapal
WA-08,dem,Kim Schrier,Kim Schrier,American physician and politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Kim_Schrier_Official_Portrait_116th_Congress.jpg/330px-Kim_Schrier_Official_Portrait_116th_Congress.jpg,https://en.wikipedia.org/wiki/Kim_Schrier
WA-09,dem,Adam Smith,Adam Smith (Washington politician),American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Adam_Smith_official_photo.jpg/330px-Adam_Smith_official_photo.jpg,https://en.wikipedia.org/wiki/Adam_Smith_(Washington_politician)
WA-10,dem,Marilyn Strickland,Marilyn Strickland,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Marilyn_Strickland_117th_U.S_Congress.jpg/330px-Marilyn_Strickland_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Marilyn_Strickland
WI-01,rep,Bryan Steil,Bryan Steil,American politician (born 1981),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Steil_Headshot.jpg/330px-Steil_Headshot.jpg,https://en.wikipedia.org/wiki/Bryan_Steil
WI-02,dem,Mark Pocan,Mark Pocan,American politician (born 1964),https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Mark_Pocan_headshot.jpg/330px-Mark_Pocan_headshot.jpg,https://en.wikipedia.org/wiki/Mark_Pocan
WI-03,dem,Rebecca Cooke,Rebecca Cooke (politician),American political candidate (born 1987),https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rebecca_Cooke_on_UpNorthNews_March_2025_%28cropped%29.jpg/330px-Rebecca_Cooke_on_UpNorthNews_March_2025_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Rebecca_Cooke_(politician)
WI-03,rep,Derrick Van Orden,Derrick Van Orden,American politician (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Congressman_dvo_%281%29.jpg/330px-Congressman_dvo_%281%29.jpg,https://en.wikipedia.org/wiki/Derrick_Van_Orden
WI-04,dem,Gwen Moore,Gwen Moore,American politician (born 1951),https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Gwen_Moore%2C_official_portrait%2C_116th_Congress.jpg/330px-Gwen_Moore%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Gwen_Moore
WI-05,rep,Scott Fitzgerald,Scott Fitzgerald (politician),American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Scott_Fitzgerald_Official_Portrait.jpg/330px-Scott_Fitzgerald_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Scott_Fitzgerald_(politician)
WI-06,rep,Glenn Grothman,Glenn Grothman,American politician and lawyer (born 1955),https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Glenn_Grothman_117th_Congress_portrait.jpg/330px-Glenn_Grothman_117th_Congress_portrait.jpg,https://en.wikipedia.org/wiki/Glenn_Grothman
WI-08,rep,Tony Wied,Tony Wied,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Representative_Tony_Wied_Official_Portrait.jpg/330px-Representative_Tony_Wied_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Tony_Wied
WV-01,rep,Carol Miller,Carol Miller (politician),American politician (born 1950),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Carol_Miller%2C_official_portrait_%28118th_Congress%29.jpg/330px-Carol_Miller%2C_official_portrait_%28118th_Congress%29.jpg,https://en.wikipedia.org/wiki/Carol_Miller_(politician)
WV-02,rep,Riley Moore,Riley Moore,American politician (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Moore_Riley_119th_Congress_%28cropped2%29.jpg/330px-Moore_Riley_119th_Congress_%28cropped2%29.jpg,https://en.wikipedia.org/wiki/Riley_Moore
WY-01,rep,Chuck Gray,Chuck Gray (Wyoming politician),American politician,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Chuck_Gray_in_2025_%28cropped%29.jpg/330px-Chuck_Gray_in_2025_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Chuck_Gray_(Wyoming_politician)
